,0,1,2,3,4,5,6,7,8,9,10,11,12,13
209,44,15,0,42,34,7,54,7,45,4,7,26,1,16
210,34,1,21,47,7,4,21,4,50,42,38,2,57,15
211,50,10,10,5,10,27,50,10,38,38,3,47,34,29
212,23,36,57,4,17,45,54,27,17,44,43,17,4,51
213,1,34,10,47,17,50,23,25,10,56,24,23,26,49
214,37,53,47,27,1,34,4,57,25,49,34,13,50,13
215,26,47,17,0,43,47,4,16,10,20,21,19,16,26
216,25,9,11,17,36,23,21,17,1,42,25,48,51,33
217,38,16,57,2,17,54,44,7,17,15,38,27,23,50
218,17,44,43,34,57,8,31,3,44,7,36,34,30,57
219,27,50,44,57,43,47,23,7,38,16,14,14,17,21
220,4,40,17,59,54,43,25,37,4,0,39,26,24,42
221,1,15,1,6,17,13,45,54,38,15,38,54,4,34
222,26,17,30,49,4,42,10,26,47,40,21,17,49,1
223,17,26,23,54,49,13,16,36,20,24,25,5,42,19
224,7,27,1,57,57,25,51,26,50,13,36,15,50,1
225,42,57,20,25,25,42,26,36,47,58,25,25,17,5
226,20,10,17,27,11,57,1,43,25,16,45,16,27,39
227,25,20,0,27,54,50,40,23,27,27,34,47,10,1
228,23,47,49,25,18,9,0,36,36,45,26,49,50,25
229,4,1,43,57,17,0,1,40,40,3,43,13,13,57
230,23,5,14,23,12,27,1,24,27,57,4,36,26,24
231,0,47,21,16,11,42,26,7,36,57,1,6,57,36
232,57,25,50,43,36,16,42,4,1,20,7,4,42,39
233,52,47,42,42,45,27,7,49,20,27,42,25,25,12
234,10,13,0,43,44,1,1,4,26,24,17,25,42,17
235,7,54,23,4,13,24,17,14,43,57,14,59,14,14
236,14,0,55,14,1,26,24,7,21,52,2,42,59,23
237,33,27,23,7,26,27,16,57,26,27,57,23,5,26
238,13,50,23,4,43,34,20,20,4,27,57,34,13,43
239,38,27,40,22,22,27,10,43,38,36,43,38,43,4
240,1,17,13,27,27,10,40,20,7,50,47,27,57,10
241,47,50,27,57,34,50,13,7,2,21,37,10,44,4
242,14,7,4,1,50,20,42,20,42,14,39,14,59,21
243,33,24,59,59,33,12,15,40,0,17,11,20,23,53
244,3,36,24,12,4,21,12,10,18,48,14,64,52,52
245,18,40,53,5,2,54,16,53,3,3,52,24,48,4
246,1,12,1,56,48,48,48,0,49,60,61,21,14,60
247,60,3,9,12,55,61,0,66,34,31,18,29,3,48
248,15,9,29,67,52,29,21,21,67,15,33,34,53,63
249,56,60,34,24,54,3,57,34,26,60,22,24,26,31
250,64,4,19,58,61,64,66,34,48,31,29,13,55,19
251,18,67,0,26,29,12,26,34,23,13,30,6,33,30
252,2,13,30,40,40,43,55,24,32,5,11,66,19,43
253,58,1,2,4,48,5,4,61,13,34,62,54,9,4
254,26,34,15,17,44,11,5,66,29,27,20,9,2,34
255,24,43,55,15,29,24,3,13,53,66,55,43,65,34
256,55,18,12,30,9,9,63,48,0,15,22,39,19,11
257,19,9,4,34,26,15,8,49,37,21,16,34,21,64
258,4,48,26,4,1,40,19,5,26,43,60,66,24,34
259,51,25,44,60,6,29,31,68,55,5,26,48,34,5
260,55,5,19,52,48,0,28,68,9,61,22,53,28,68
261,34,66,27,0,24,67,0,50,26,55,65,34,56,4
262,4,60,1,40,69,21,68,18,31,18,4,38,29,0
263,34,6,66,55,65,9,18,54,9,18,66,34,1,29
264,4,48,11,15,11,66,59,29,45,19,2,34,55,66
265,15,13,66,29,65,11,65,13,13,0,66,9,66,66
266,26,66,55,55,46,66,15,4,33,15,30,43,55,3
267,34,34,66,15,48,58,48,60,46,15,0,24,55,31
268,26,22,60,2,2,31,54,30,34,5,55,54,15,16
269,22,21,11,11,58,66,29,13,15,0,34,18,66,53
270,31,34,47,65,16,66,4,53,34,5,33,61,5,10
271,2,34,11,60,5,18,11,66,6,24,55,67,40,1
272,26,0,19,11,55,34,40,55,11,34,15,13,5,11
273,4,26,26,26,13,19,49,26,67,65,55,26,26,58
274,2,19,29,0,2,26,15,15,52,6,3,31,66,60
275,34,34,0,66,6,64,66,29,4,26,68,34,18,53
276,11,24,28,5,34,28,28,61,61,28,24,7,61,34
277,66,50,19,9,56,17,29,49,5,42,2,5,19,66
278,2,16,34,66,2,34,5,33,66,1,54,43,61,66
279,31,15,0,18,60,34,24,1,5,21,54,47,41,41
280,2,17,5,52,11,66,12,5,18,26,4,4,60,54
281,17,22,0,19,13,2,60,55,58,55,13,2,34,31
282,13,3,19,17,67,6,30,19,61,61,13,61,9,2
283,13,29,15,29,28,29,28,28,67,42,11,28,28,42
284,35,65,65,24,64,39,0,39,77,41,24,17,27,17
285,4,27,52,73,29,55,16,78,78,2,76,13,32,32
286,36,23,13,41,65,29,28,29,17,41,27,76,58,29
287,29,31,74,59,47,57,47,67,47,47,41,36,27,26
288,33,74,7,8,28,2,0,41,29,74,36,37,6,1
289,37,47,5,56,74,19,7,77,11,54,79,8,25,18
290,65,44,8,56,31,10,28,8,17,16,58,71,75,33
291,16,57,33,5,28,56,56,26,5,33,36,22,71,37
292,27,71,8,49,71,6,20,40,20,26,71,68,27,76
293,62,26,17,38,32,21,7,2,25,75,41,32,5,5
294,79,17,33,56,8,69,51,36,25,56,8,35,20,23
295,66,79,57,18,45,34,36,32,8,28,25,7,35,18
296,14,41,20,13,57,26,25,28,7,32,33,27,6,74
297,36,11,31,57,7,50,61,2,21,2,36,73,8,0
298,35,15,21,46,4,31,8,4,25,58,29,71,17,10
299,4,71,79,36,25,31,7,14,8,9,12,4,31,20
300,21,28,13,26,32,36,29,7,32,36,79,2,78,5
301,22,22,58,36,33,3,77,72,58,7,35,63,33,28
302,6,74,63,0,8,10,8,54,17,17,32,28,76,64
303,43,58,73,28,57,17,60,37,33,8,20,57,26,3
304,36,73,51,36,73,57,8,41,37,17,31,21,74,66
305,35,53,0,11,2,32,8,7,7,35,56,57,0,3
306,21,10,56,7,0,7,70,35,35,0,57,26,8,6
307,35,35,17,40,74,20,77,26,41,7,8,7,35,5
308,75,79,32,6,35,74,28,26,28,56,3,79,71,26
309,28,18,6,70,79,36,18,35,23,50,5,21,21,75
310,7,37,56,35,33,8,73,7,77,14,8,13,3,29
311,7,17,77,8,79,40,22,8,78,18,8,66,20,7
312,33,21,57,40,28,26,6,76,41,71,57,71,21,7
313,8,76,7,21,8,35,56,79,66,17,0,33,8,70
314,2,22,71,6,65,26,0,71,75,32,2,37,70,20
315,0,35,35,1,20,41,28,7,47,8,7,33,7,20
316,58,7,37,79,71,58,8,2,13,66,17,22,32,8
317,22,72,22,22,22,28,30,22,8,7,63,2,70,54
318,20,37,42,79,42,26,8,2,57,26,1,8,57,32
319,8,79,40,57,41,18,2,33,73,28,74,74,33,47
320,8,17,41,79,4,18,3,48,48,71,20,79,78,21
321,7,27,79,73,71,17,17,71,18,18,3,70,71,56
322,26,47,8,51,26,56,71,7,14,71,41,5,4,70
323,45,20,31,33,22,71,33,36,20,70,0,74,0,22
324,6,22,72,6,42,66,72,33,42,1,10,3,28,25
325,61,70,55,88,1,51,8,17,61,17,17,23,68,40
326,41,10,34,34,68,17,88,66,72,87,32,88,1,55
327,34,8,34,61,1,34,1,81,75,40,40,48,65,6
328,20,15,47,75,6,1,35,75,72,20,48,78,27,53
329,68,27,1,75,48,87,58,39,4,73,75,75,15,3
330,11,27,88,67,81,50,27,8,22,55,63,27,15,75
331,14,80,27,53,57,28,2,57,20,33,78,27,69,53
332,44,44,87,33,68,36,3,2,73,17,15,3,5,3
333,39,7,18,7,87,3,83,17,17,10,87,8,71,66
334,78,78,6,10,57,1,72,61,61,66,28,3,44,27
335,64,52,35,61,44,27,89,7,21,13,50,78,22,46
336,25,35,72,27,8,20,19,89,73,64,1,15,88,78
337,87,10,45,66,66,68,17,44,35,35,49,69,0,89
338,14,38,61,83,6,36,61,27,36,19,62,73,82,85
339,69,27,85,10,28,75,2,61,43,85,72,50,36,10
340,75,19,29,3,16,31,21,75,57,73,53,54,19,72
341,36,75,19,66,87,50,3,34,17,37,37,28,87,3
342,14,88,37,76,66,0,46,20,8,39,3,56,2,27
343,43,27,81,61,88,50,45,17,60,34,28,68,53,78
344,61,54,73,20,27,7,0,87,45,36,68,52,35,10
345,78,66,1,73,1,69,83,48,13,0,77,73,79,50
346,72,27,19,19,89,44,78,36,45,13,45,44,3,20
347,19,35,0,89,27,78,9,19,84,89,89,61,30,48
348,7,10,72,38,19,27,19,89,61,57,50,72,36,35
349,3,8,9,53,36,14,50,72,72,53,22,39,3,66
350,87,22,89,42,14,76,9,83,57,78,73,44,0,20
351,27,68,19,88,29,27,12,14,40,19,1,88,19,50
352,74,37,9,23,22,27,13,72,19,68,9,0,7,29
353,87,39,17,38,2,78,33,83,19,27,81,19,20,27
354,48,44,66,13,61,2,3,27,3,33,20,2,39,45
355,9,36,2,57,72,50,58,3,7,2,89,89,4,7
356,1,53,19,6,27,27,20,78,7,76,89,36,61,2
357,28,27,68,88,13,8,37,66,27,37,15,37,37,37
358,8,59,20,27,78,56,33,36,4,7,2,37,19,24
359,72,19,33,78,72,69,3,78,72,19,50,30,78,1
360,22,10,3,78,53,48,20,68,72,19,8,1,50,85
361,22,12,86,26,72,7,66,4,9,19,75,66,68,2
362,61,61,22,22,70,14,3,33,87,87,6,19,52,87
363,44,72,19,53,44,1,33,15,39,46,7,40,20,37
364,3,20,35,87,3,2,48,73,37,73,37,15,36,24
365,13,15,33,24,34,43,45,8,76,38,48,12,33,13
366,14,4,27,31,81,81,77,38,1,37,54,28,27,38
367,81,33,19,92,25,53,33,39,72,81,4,55,31,39
368,27,39,55,1,1,1,76,61,44,38,93,73,1,44
369,13,23,81,5,38,76,67,10,4,38,51,39,1,76
370,90,62,56,11,96,81,1,0,94,48,10,33,42,55
371,44,10,4,92,13,35,10,0,81,32,43,78,4,54
372,39,70,87,7,54,67,10,58,26,75,75,5,17,38
373,25,41,70,51,27,93,94,66,70,25,40,6,40,90
374,70,85,81,27,64,5,4,24,19,36,67,38,98,9
375,39,92,31,31,19,31,70,29,10,69,40,23,4,75
376,78,2,59,49,8,19,67,51,47,18,5,92,78,4
377,98,5,2,9,26,13,99,33,67,5,98,57,10,5
378,38,58,83,76,23,71,58,2,2,32,20,38,36,44
379,23,31,10,75,10,52,45,65,27,58,78,74,98,16
380,1,70,31,84,80,70,44,25,98,1,82,26,94,79
381,21,49,81,9,45,26,16,5,87,25,1,10,19,5
382,87,17,27,58,41,41,16,23,7,32,33,97,16,10
383,2,27,7,4,56,94,95,0,5,57,10,89,31,39
384,87,57,11,30,55,16,38,26,67,31,68,51,7,78
385,40,2,5,57,25,38,83,23,98,67,78,39,45,39
386,58,36,76,8,2,60,51,63,87,92,78,5,10,76
387,29,67,83,57,45,57,75,94,7,2,23,2,2,51
388,67,5,5,88,2,2,31,46,76,40,98,5,13,10
389,10,10,2,31,9,87,87,83,2,94,4,91,39,75
390,32,87,91,92,26,92,40,94,19,5,92,2,53,32
391,74,45,36,9,67,45,75,2,7,10,38,82,33,26
392,78,3,32,55,82,39,33,78,87,6,41,78,28,92
393,78,8,91,82,54,91,82,8,43,5,56,58,13,51
394,67,70,36,94,78,89,10,78,78,76,75,19,8,31
395,51,94,75,94,17,7,51,56,57,5,75,51,9,92
396,87,62,94,91,51,2,2,11,40,39,4,82,44,78
397,10,7,82,8,74,2,83,31,70,16,78,38,33,8
398,16,41,19,78,97,0,41,41,41,74,15,41,94,67
399,95,17,23,11,93,51,34,82,34,91,78,17,82,91
400,58,94,67,44,10,19,46,67,39,92,38,94,67,4
401,76,7,38,44,10,4,39,19,27,92,3,86,50,91
402,59,19,11,8,82,81,19,38,51,31,39,92,92,22
403,32,94,70,25,90,44,5,40,5,75,70,10,26,99
404,39,17,93,23,47,40,17,7,41,70,7,23,25,94
405,7,76,51,41,83,41,99,83,34,17,97,99,34,28
406,84,57,16,17,20,76,91,8,16,40,59,12,18,70
407,12,6,107,34,25,105,49,102,107,31,8,45,26,45
408,106,8,16,57,102,59,102,44,16,12,16,108,34,62
409,34,9,94,78,30,95,67,70,78,16,96,70,37,30
410,85,86,0,44,107,17,53,70,23,28,64,11,31,98
411,70,70,11,85,50,0,8,77,31,26,0,105,45,80
412,35,0,11,70,5,79,17,44,76,97,15,82,9,68
413,86,0,2,53,61,61,37,68,107,103,85,15,17,12
414,95,81,36,15,38,3,32,65,28,15,75,70,31,92
415,37,44,47,26,87,86,78,105,82,16,28,18,18,4
416,97,30,61,0,60,45,46,44,61,81,23,24,52,22
417,26,86,17,101,27,45,28,0,20,105,37,23,76,59
418,16,61,53,86,37,105,80,4,45,107,2,38,46,46
419,7,2,86,23,43,63,18,87,78,96,18,0,17,23
420,72,94,83,39,106,81,39,105,108,78,15,18,13,31
421,15,26,96,105,78,4,59,0,33,21,62,70,76,98
422,53,69,37,26,28,34,4,4,37,26,68,70,2,19
423,19,100,96,9,43,8,73,100,4,23,54,9,20,11
424,85,90,17,45,13,0,80,18,97,26,53,48,84,102
425,100,107,1,30,18,69,76,9,17,65,86,37,80,96
426,107,42,46,105,86,81,16,98,97,2,87,46,22,23
427,71,17,74,30,28,0,37,4,23,61,86,96,80,41
428,13,61,0,19,23,46,23,23,17,86,41,37,104,23
429,23,18,88,9,65,105,26,55,37,0,4,23,97,20
430,2,15,96,46,85,59,37,108,17,43,26,28,28,89
431,45,38,85,4,37,45,23,51,5,14,41,87,76,9
432,98,61,23,9,0,107,81,8,89,0,109,5,62,4
433,97,8,81,26,32,19,41,49,28,81,22,15,4,107
434,41,86,99,59,37,103,31,63,17,9,15,87,37,0
435,31,37,41,81,23,61,4,22,97,17,85,0,85,30
436,19,17,11,80,37,17,17,82,45,68,64,85,28,17
437,23,23,49,65,16,20,4,78,0,4,9,86,68,14
438,23,46,18,15,100,81,30,8,22,59,73,26,81,19
439,73,19,19,19,53,10,19,0,86,90,68,96,66,95
440,17,19,4,83,28,81,68,86,28,106,0,86,26,81
441,26,88,86,16,45,56,85,86,44,46,9,9,26,81
442,44,16,26,39,45,109,93,58,15,24,4,31,41,4
443,70,4,107,45,97,97,15,45,24,5,85,15,61,28
444,78,81,42,45,61,15,81,53,61,16,68,95,96,101
445,3,68,30,19,15,9,46,28,85,17,46,17,19,96
446,19,73,96,83,68,73,68,29,102,13,43,59,14,63
447,85,76,56,5,47,107,46,72,46,46,85,44,8,61
448,63,32,32,0,96,56,49,17,14,37,56,20,76,46
449,36,96,72,59,46,59,11,13,81,13,43,98,92,89
450,102,58,13,0,107,84,46,17,44,7,89,19,36,0
451,54,20,13,106,60,75,82,87,51,13,13,82,27,26
452,2,56,24,11,92,27,63,74,76,68,27,82,22,104
453,86,65,36,52,20,31,52,44,12,89,27,8,36,43
454,82,119,31,44,60,7,102,54,77,102,27,45,29,109
455,41,108,109,60,29,90,96,96,118,119,36,23,49,73
456,89,0,63,52,59,17,8,8,39,72,29,43,27,66
457,9,14,63,16,65,19,109,37,70,49,89,54,42,25
458,14,49,65,36,44,2,19,52,79,95,102,20,89,2
459,63,36,39,17,44,22,9,106,84,101,8,89,2,28
460,71,0,73,0,84,72,27,50,19,18,43,55,38,80
461,65,78,1,20,13,31,72,57,111,31,0,16,63,13
462,39,79,27,34,53,81,22,52,51,36,30,119,49,16
463,13,27,49,14,12,29,46,8,62,62,67,84,29,33
