,0,1,2,3,4,5,6,7,8,9,10,11,12,13
33,9,8,9,7,7,8,1,4,8,0,7,0,7,7
34,7,9,8,6,9,9,7,9,7,3,9,5,8,9
35,9,9,5,9,9,0,7,9,5,5,7,6,8,1
36,3,3,7,4,9,6,7,9,6,7,7,8,5,5
37,7,8,4,1,8,7,8,8,7,9,4,8,8,7
38,9,5,8,1,7,4,4,3,4,7,9,0,7,0
39,8,8,8,8,8,8,0,4,0,0,4,0,7,0
40,0,0,6,1,1,5,5,1,0,11,5,1,2,1
41,6,5,18,6,6,0,18,2,19,6,6,5,6,13
42,7,7,15,18,13,1,11,6,1,6,5,1,6,1
43,1,18,18,18,16,0,18,0,4,2,18,7,1,8
44,18,7,0,8,9,9,1,0,8,1,18,9,15,15
45,15,6,15,18,18,15,8,17,9,5,3,6,7,9
46,5,15,1,2,7,4,18,11,1,8,1,4,5,4
47,18,0,19,9,8,18,1,8,15,7,4,0,15,0
48,4,15,6,4,9,11,8,15,4,3,4,4,8,3
49,18,6,5,7,1,10,7,19,9,0,5,18,1,7
50,5,5,7,5,0,8,8,1,4,8,5,8,7,8
51,4,18,19,7,9,8,17,14,8,7,8,1,0,9
52,8,4,1,1,4,13,9,9,5,1,9,9,0,18
53,15,16,15,3,18,9,9,13,11,5,19,7,15,5
54,9,8,8,2,16,16,6,18,9,18,5,5,18,8
55,5,11,6,7,7,15,5,18,9,1,8,12,3,18
56,18,4,8,1,13,7,7,15,18,9,7,8,7,0
57,6,18,0,0,5,8,0,13,5,0,5,9,9,17
58,0,1,15,9,19,8,8,1,8,11,5,5,7,1
59,6,2,6,5,0,1,0,5,13,4,0,8,4,9
60,8,13,15,5,15,8,5,9,7,1,8,5,18,19
61,9,19,9,3,16,3,7,7,8,9,9,9,8,9
62,15,1,19,1,8,8,16,9,8,9,9,8,9,7
63,9,15,9,9,5,17,16,4,5,7,11,9,8,9
64,9,18,18,18,7,15,9,8,1,7,1,8,13,7
65,19,7,1,7,15,8,7,8,7,9,2,11,18,19
66,19,4,9,15,8,9,0,8,0,9,5,1,7,13
67,13,18,9,5,5,9,7,17,0,7,6,7,8,19
68,4,9,0,19,9,3,1,9,15,18,11,8,9,7
69,19,9,8,6,9,19,9,9,4,7,19,5,8,8
70,8,8,19,0,8,15,1,7,8,8,18,7,19,15
71,8,4,8,9,9,6,4,1,1,9,18,8,9,9
72,9,19,5,9,16,5,4,5,7,0,13,19,5,0
73,7,9,0,0,0,0,0,1,12,0,8,9,19,19
74,15,1,4,8,16,9,16,7,7,19,9,7,18,8
75,9,7,7,7,17,9,1,7,5,0,9,1,9,9
76,0,7,7,1,1,7,6,7,13,17,17,7,4,7
77,6,19,9,18,7,0,8,5,5,4,7,15,13,8
78,7,8,7,7,9,4,7,4,7,9,1,4,1,18
79,4,15,17,4,18,0,0,7,0,8,4,8,16,16
80,8,0,15,0,4,15,16,19,4,0,16,6,11,13
81,1,5,11,16,25,28,1,18,15,19,8,10,19,21
82,22,8,23,22,21,21,8,19,28,9,26,16,18,28
83,1,25,19,15,19,15,5,19,1,1,19,8,8,0
84,22,26,22,10,23,26,26,1,11,19,9,22,0,4
85,9,15,22,16,1,19,4,3,16,11,21,11,19,19
86,11,9,29,9,28,6,21,26,9,15,16,5,23,9
87,11,19,2,5,16,1,22,1,26,26,22,22,4,9
88,19,1,16,11,9,26,22,3,0,16,16,19,16,9
89,23,9,11,7,12,7,3,9,7,19,21,27,9,15
90,14,26,13,4,8,27,15,1,16,8,8,9,28,22
91,0,9,15,16,9,15,16,9,4,3,18,13,26,4
92,16,12,24,11,16,9,15,22,9,4,16,27,1,7
93,28,4,9,27,5,9,9,22,19,11,11,11,6,19
94,4,4,2,25,8,13,8,11,8,9,11,4,18,13
95,0,10,19,9,10,27,28,8,16,8,5,19,26,26
96,11,27,26,4,27,9,17,20,10,19,7,13,1,28
97,9,26,16,8,9,9,9,26,22,19,19,0,0,28
98,11,22,2,28,22,28,9,4,12,22,15,11,4,12
99,0,9,5,9,5,8,1,26,5,19,23,21,28,22
100,27,22,8,2,16,0,16,7,4,9,2,11,22,16
101,11,22,4,9,1,16,1,19,13,4,13,4,7,11
102,6,26,16,9,9,9,4,0,4,11,5,13,5,11
103,9,0,4,11,4,4,16,4,9,9,11,4,4,8
104,12,0,7,27,9,25,9,9,4,4,8,15,8,26
105,11,4,0,15,9,1,11,2,26,26,16,1,16,7
106,9,9,9,16,4,18,2,15,13,13,7,4,11,11
107,4,0,9,22,4,28,5,9,2,2,19,4,1,28
108,9,26,12,0,26,21,3,9,13,26,26,22,13,4
109,12,15,9,11,19,25,16,4,26,13,9,9,21,9
110,13,9,4,11,9,13,1,16,0,16,0,22,22,16
111,11,5,9,0,16,10,16,26,11,0,16,0,4,4
112,21,7,1,15,9,26,9,9,0,4,7,28,4,11
113,8,16,28,9,22,28,13,28,0,9,9,0,0,0
114,0,0,15,17,22,9,4,12,26,11,5,10,16,0
115,9,0,26,9,22,4,16,19,9,4,26,9,26,12
116,4,1,16,8,0,4,15,4,0,22,26,9,15,1
117,26,10,16,2,10,10,26,3,9,21,13,4,19,9
118,22,16,1,1,26,16,3,2,4,26,11,3,26,9
119,7,9,16,26,9,27,7,1,22,10,11,7,7,26
120,22,0,9,22,11,3,11,0,0,16,0,11,0,7
121,11,0,13,7,22,0,21,5,2,28,22,25,0,25
122,28,1,18,15,19,8,10,19,31,37,8,23,37,31
123,19,8,19,28,33,33,3,18,28,1,25,19,34,19
124,15,5,19,1,1,19,8,26,4,37,26,0,10,23
125,26,26,1,11,19,9,37,0,4,9,15,37,35,1
126,19,4,3,16,38,21,7,10,10,38,9,29,9,28
127,6,21,33,9,15,16,5,23,9,38,26,2,21,35
128,15,37,1,36,33,37,37,4,35,15,34,35,11,9
129,36,37,3,0,36,35,19,36,9,23,36,11,7,12
130,7,3,36,7,19,19,27,9,15,14,33,13,4,26
131,27,33,1,3,8,8,33,28,0,35,9,34,16,9
132,15,35,9,4,3,18,13,33,4,16,12,24,9,33
133,9,15,27,9,4,16,34,1,38,28,4,9,27,5
134,9,9,37,19,11,11,11,6,21,4,4,2,25,8
135,13,26,11,8,9,35,4,18,13,30,10,21,9,10
136,27,28,26,36,8,5,10,36,33,35,27,26,4,34
137,9,17,20,10,26,7,13,34,28,9,33,3,26,9
138,33,9,33,36,19,19,0,0,28,11,0,2,28,37
139,22,9,4,12,37,15,38,0,12,35,9,5,9,5
140,8,1,33,5,19,23,21,28,37,34,37,8,2,35
141,37,35,7,4,9,2,11,37,16,11,27,4,33,1
142,35,1,19,13,4,13,4,7,35,6,33,3,35,9
143,9,4,35,4,11,5,13,5,35,9,0,4,11,4
144,4,35,4,9,9,11,4,4,8,12,4,7,27,36
145,25,9,9,4,4,15,15,8,26,11,9,0,15,9
146,1,35,2,33,36,3,34,16,7,0,33,9,16,4
147,18,2,15,13,13,7,4,11,35,4,0,35,37,9
148,28,34,9,2,2,19,4,1,28,9,33,12,0,33
149,31,3,9,13,36,9,37,13,4,12,34,9,11,19
150,25,35,4,36,13,9,9,19,9,13,9,4,35,33
151,13,15,35,0,35,0,37,37,35,38,5,9,35,35
152,7,33,36,16,0,36,35,4,4,21,7,1,34,9
153,26,9,9,0,4,36,22,4,35,8,36,22,33,37
154,28,13,15,0,33,9,0,38,0,0,0,15,32,0
155,9,4,12,36,11,5,10,35,0,33,30,36,9,37
156,4,36,21,9,4,33,9,33,12,4,1,16,8,0
157,4,34,4,0,37,26,9,15,1,33,10,16,2,39
158,39,36,3,33,21,13,4,19,33,37,35,15,1,36
159,16,3,2,0,36,3,3,26,9,7,9,35,36,9
160,34,36,1,36,10,11,7,7,26,37,0,36,37,9
161,3,35,35,11,35,0,11,0,38,11,30,13,38,37
162,30,31,5,2,28,22,25,0,44,27,5,43,1,46
163,8,10,46,31,22,19,23,37,46,46,8,19,28,33
164,26,11,18,28,5,49,46,34,19,15,5,46,5,5
165,19,8,19,41,37,19,41,10,23,19,26,1,11,19
166,9,37,41,4,9,34,22,35,1,19,41,3,16,38
167,21,35,10,19,38,41,29,9,28,6,5,26,9,15
168,16,49,18,9,38,19,47,21,35,34,37,8,36,33
169,37,37,4,41,21,34,35,11,9,36,37,3,0,36
170,35,46,36,9,47,36,11,7,40,48,3,36,7,19
171,46,27,9,15,14,33,13,4,8,27,21,5,33,15
172,8,33,15,0,41,9,42,48,9,15,35,9,4,48
173,18,13,33,4,16,12,24,9,33,9,34,37,9,4
174,16,34,5,38,28,41,9,27,5,41,33,37,19,11
175,11,11,6,21,41,4,2,25,8,13,26,11,8,9
176,35,4,18,13,30,10,21,9,10,27,28,19,36,8
177,44,10,36,26,35,27,19,4,34,9,17,20,10,19
178,48,13,34,28,9,33,35,19,9,33,9,26,36,46
179,19,0,0,28,11,41,2,28,37,22,9,4,12,37
180,34,38,41,12,35,9,5,9,44,8,1,33,5,46
181,49,46,28,22,34,41,8,2,35,37,35,7,4,9
182,2,11,22,16,11,27,41,9,5,35,1,19,13,41
183,13,4,45,35,6,26,33,35,9,4,4,41,4,11
184,5,13,49,11,9,0,4,11,4,4,35,4,9,9
185,11,4,4,8,40,41,48,27,33,44,9,9,4,4
186,15,21,8,26,11,9,41,15,9,5,35,2,26,36
187,3,34,16,48,41,33,9,16,4,18,47,15,13,13
188,48,41,11,11,4,41,9,37,9,28,34,9,2,2
189,19,4,1,1,9,26,40,0,26,31,3,9,13,36
190,9,37,13,4,7,34,9,11,19,44,35,41,36,13
191,9,9,44,9,13,9,4,38,33,13,15,35,0,35
192,0,37,37,35,38,49,9,35,35,21,33,26,16,0
193,48,35,4,4,46,48,1,34,4,19,9,9,41,4
194,7,22,4,35,8,36,8,9,37,28,13,15,0,33
195,9,0,38,0,0,0,15,32,0,9,4,12,36,11
196,49,48,35,37,26,30,26,9,37,4,9,21,41,41
197,26,9,33,40,41,1,16,8,0,4,34,11,41,37
198,26,9,15,1,26,10,16,2,39,39,36,3,33,21
199,13,4,19,33,37,35,15,1,36,16,3,2,41,36
200,11,3,26,9,48,33,36,36,9,34,36,1,36,10
201,11,7,48,36,37,0,36,37,9,48,11,35,11,35
202,0,11,0,38,11,30,13,38,37,30,46,44,2,28
203,22,25,0,23,53,3,36,24,12,4,21,12,10,18
204,48,14,43,52,52,18,40,53,5,2,54,16,53,3
205,23,52,24,48,4,1,12,40,56,48,48,48,0,49
206,48,0,21,14,48,48,3,9,12,55,0,0,15,34
207,31,18,29,3,48,15,9,29,46,52,29,21,21,26
208,34,33,34,53,45,56,5,34,24,54,1,57,34,26
209,12,22,24,26,31,19,4,19,58,0,19,15,34,16
210,31,29,13,55,19,18,9,0,26,29,12,2,34,23
211,13,30,6,33,30,2,13,30,40,40,43,55,24,32
212,5,11,15,19,43,58,3,2,4,4,5,4,26,13
213,34,58,54,9,43,26,34,15,17,44,11,5,15,29
214,27,20,9,2,34,24,43,55,15,29,24,3,13,53
215,0,55,43,1,34,55,18,12,30,9,9,45,16,0
216,15,22,39,19,11,19,9,4,34,26,15,8,49,37
217,21,16,34,21,43,4,48,26,4,1,40,2,5,26
218,43,48,5,24,34,51,25,44,48,6,29,31,38,55
219,5,26,48,34,5,55,5,19,52,40,0,28,53,9
220,0,22,53,28,4,34,15,27,0,24,46,0,50,26
221,55,1,34,56,4,4,19,1,40,23,21,4,18,31
222,18,4,38,29,0,34,6,15,55,47,9,18,54,9
223,18,15,34,3,29,4,48,11,15,11,15,59,29,45
224,19,2,34,55,15,15,13,15,29,1,11,1,13,13
225,0,15,9,15,15,26,15,55,55,46,15,15,4,33
226,15,30,43,55,3,34,34,15,15,4,58,48,2,46
227,15,0,24,55,31,26,22,19,2,2,31,54,30,34
228,5,55,54,15,16,22,21,11,11,58,15,29,13,15
229,0,34,18,34,53,31,34,47,22,16,5,4,53,34
230,5,33,0,5,10,2,34,11,2,5,18,11,15,6
231,24,55,46,40,3,26,0,19,11,55,34,40,55,11
232,34,15,13,5,11,4,26,26,26,13,19,49,26,46
233,1,55,26,26,58,2,19,46,0,2,26,15,15,16
234,6,3,31,34,48,34,34,0,15,6,24,15,29,4
235,26,4,34,18,53,11,24,28,5,34,28,28,0,0
236,28,24,7,0,34,34,50,19,9,56,17,29,49,5
237,42,2,5,19,15,2,16,34,0,2,34,5,33,18
238,3,54,43,0,18,31,15,0,18,2,34,24,3,5
239,21,54,47,41,41,2,17,5,52,11,15,12,5,18
240,26,4,4,2,54,17,22,0,19,13,2,2,55,58
241,55,13,2,34,31,13,3,19,17,46,6,30,19,0
242,28,13,0,9,2,13,29,0,29,28,29,28,28,46
243,42,11,28,28,42,35,1,47,24,18,39,0,23,53
244,3,36,24,12,4,21,12,10,18,48,14,64,52,52
245,18,40,53,5,2,54,16,53,3,3,52,24,48,4
246,1,12,1,56,48,48,48,0,49,60,61,21,14,60
247,60,3,9,12,55,61,0,66,34,31,18,29,3,48
248,15,9,29,67,52,29,21,21,67,15,33,34,53,63
249,56,60,34,24,54,3,57,34,26,60,22,24,26,31
250,64,4,19,58,61,64,66,34,48,31,29,13,55,19
251,18,67,0,26,29,12,26,34,23,13,30,6,33,30
252,2,13,30,40,40,43,55,24,32,5,11,66,19,43
253,58,1,2,4,48,5,4,61,13,34,62,54,9,4
254,26,34,15,17,44,11,5,66,29,27,20,9,2,34
255,24,43,55,15,29,24,3,13,53,66,55,43,65,34
256,55,18,12,30,9,9,63,48,0,15,22,39,19,11
257,19,9,4,34,26,15,8,49,37,21,16,34,21,64
258,4,48,26,4,1,40,19,5,26,43,60,66,24,34
259,51,25,44,60,6,29,31,68,55,5,26,48,34,5
260,55,5,19,52,48,0,28,68,9,61,22,53,28,68
261,34,66,27,0,24,67,0,50,26,55,65,34,56,4
262,4,60,1,40,69,21,68,18,31,18,4,38,29,0
263,34,6,66,55,65,9,18,54,9,18,66,34,1,29
264,4,48,11,15,11,66,59,29,45,19,2,34,55,66
265,15,13,66,29,65,11,65,13,13,0,66,9,66,66
266,26,66,55,55,46,66,15,4,33,15,30,43,55,3
267,34,34,66,15,48,58,48,60,46,15,0,24,55,31
268,26,22,60,2,2,31,54,30,34,5,55,54,15,16
269,22,21,11,11,58,66,29,13,15,0,34,18,66,53
270,31,34,47,65,16,66,4,53,34,5,33,61,5,10
271,2,34,11,60,5,18,11,66,6,24,55,67,40,1
272,26,0,19,11,55,34,40,55,11,34,15,13,5,11
273,4,26,26,26,13,19,49,26,67,65,55,26,26,58
274,2,19,29,0,2,26,15,15,52,6,3,31,66,60
275,34,34,0,66,6,64,66,29,4,26,68,34,18,53
276,11,24,28,5,34,28,28,61,61,28,24,7,61,34
277,66,50,19,9,56,17,29,49,5,42,2,5,19,66
278,2,16,34,66,2,34,5,33,66,1,54,43,61,66
279,31,15,0,18,60,34,24,1,5,21,54,47,41,41
280,2,17,5,52,11,66,12,5,18,26,4,4,60,54
281,17,22,0,19,13,2,60,55,58,55,13,2,34,31
282,13,3,19,17,67,6,30,19,61,61,13,61,9,2
283,13,29,15,29,28,29,28,28,67,42,11,28,28,42
284,35,65,65,24,64,39,0,23,53,3,36,24,12,4
285,21,12,10,18,48,14,64,52,52,18,40,53,5,2
286,54,16,53,1,3,52,24,48,4,1,12,1,56,48
287,48,48,0,70,60,72,21,14,60,60,3,9,12,55
288,61,0,72,34,31,18,29,1,48,15,9,29,67,52
289,29,21,21,67,15,74,73,53,63,56,60,34,24,54
290,3,57,34,26,60,75,77,26,31,64,4,19,58,61
291,64,72,34,48,31,29,13,55,19,18,67,0,26,29
292,12,26,34,23,26,30,6,33,6,2,26,30,40,40
293,43,55,24,32,5,11,72,19,43,58,1,2,4,48
294,5,4,61,13,34,62,54,9,4,13,34,15,17,44
295,11,5,72,29,27,20,9,2,34,24,43,55,66,29
296,24,76,13,53,72,55,43,65,73,55,18,12,30,9
297,9,63,48,0,66,22,39,18,11,19,9,4,34,26
298,15,8,11,37,21,16,34,21,64,4,48,26,4,79
299,40,19,5,26,43,60,73,24,34,51,25,78,60,6
300,29,31,68,55,5,26,48,72,5,55,5,19,52,48
301,0,49,68,9,61,75,53,28,68,73,66,27,0,24
302,67,0,50,26,55,79,34,56,4,4,60,1,40,69
303,21,68,18,31,72,4,38,29,0,34,6,66,55,65
304,9,18,54,9,18,72,5,1,29,4,48,11,15,11
305,66,59,29,45,19,2,34,55,73,15,13,72,29,65
306,11,79,13,13,49,66,9,66,66,26,66,55,55,46
307,66,66,4,33,15,6,43,55,76,34,34,73,66,48
308,58,48,60,46,15,0,24,55,31,26,75,60,2,2
309,31,54,30,34,5,55,54,15,16,75,21,11,11,58
310,72,29,13,15,0,34,18,72,53,31,34,47,75,16
311,73,4,53,34,5,33,61,5,10,2,34,11,60,5
312,18,11,66,6,24,55,67,40,76,26,0,19,11,34
313,34,40,55,11,34,15,13,5,11,4,26,26,26,13
314,19,61,26,67,65,55,26,26,58,2,19,29,0,2
315,26,15,15,52,6,1,31,73,60,34,73,0,73,6
316,64,66,29,4,26,68,5,72,53,11,24,28,5,34
317,28,28,61,61,49,24,7,61,34,72,50,19,9,77
318,71,29,49,5,42,2,5,19,72,2,16,34,72,5
319,34,5,33,72,1,54,43,0,73,31,15,0,18,60
320,34,24,1,5,21,54,47,41,41,2,17,73,52,11
321,73,12,5,18,26,4,4,60,54,17,75,0,19,13
322,2,60,55,58,55,13,26,73,31,13,1,19,71,67
323,6,6,19,61,61,34,61,9,2,13,49,15,29,61
324,29,61,28,67,49,11,28,28,42,35,79,65,24,64
325,39,49,88,4,3,36,24,12,4,21,12,10,18,48
326,84,64,52,52,18,40,53,5,80,54,16,53,1,88
327,52,24,48,85,1,12,1,56,48,48,48,0,70,60
328,72,21,14,60,60,3,82,12,55,61,15,72,87,85
329,18,87,3,48,15,82,29,67,52,29,21,21,26,34
330,74,73,53,63,56,60,80,85,54,3,57,80,26,60
331,75,86,87,85,64,4,19,58,61,64,72,80,83,31
332,29,13,55,19,18,82,0,26,29,12,26,34,23,34
333,30,6,33,30,2,80,30,40,40,43,55,85,32,5
334,11,72,19,43,58,1,2,83,83,5,4,61,13,80
335,62,30,9,85,26,87,15,17,44,11,5,72,29,81
336,20,9,2,87,24,43,55,66,29,24,76,13,53,72
337,55,85,65,73,54,18,12,30,9,9,63,83,0,66
338,22,39,18,11,19,82,4,80,26,15,8,11,37,21
339,58,87,21,64,4,48,80,4,79,40,80,5,26,43
340,60,73,24,34,51,25,78,60,6,29,31,68,55,5
341,26,48,72,5,55,5,19,52,83,0,49,68,82,61
342,75,53,28,68,73,66,27,0,24,67,0,50,26,80
343,79,87,56,4,4,60,1,40,69,21,68,18,31,72
344,4,38,29,0,87,6,66,55,65,82,18,89,9,18
345,72,87,1,29,4,83,11,15,6,66,59,29,45,19
346,2,87,55,73,15,13,72,29,65,11,79,13,34,49
347,66,9,66,66,87,66,55,55,46,66,66,4,33,15
348,6,43,55,76,55,80,73,66,83,58,83,60,46,9
349,0,24,55,31,26,75,60,2,2,31,54,30,34,5
350,55,54,15,16,75,21,11,11,6,72,29,13,15,0
351,80,18,72,53,31,80,47,75,16,73,4,53,87,5
352,33,61,5,10,2,87,11,60,5,18,11,66,6,24
353,55,67,40,76,26,0,19,11,34,80,40,55,11,80
354,15,13,5,11,83,87,34,80,34,19,49,26,67,65
355,55,26,87,58,2,19,29,34,2,26,15,15,52,6
356,3,31,73,60,87,73,0,73,6,64,66,29,4,26
357,68,87,72,53,11,24,28,5,87,28,28,61,61,28
358,24,7,61,34,72,50,19,82,77,71,29,49,5,42
359,2,5,19,72,2,16,34,72,5,80,5,33,72,1
360,54,43,34,73,85,15,0,18,60,80,85,1,5,21
361,54,47,41,41,2,17,73,52,11,73,12,5,18,54
362,4,4,60,54,17,75,34,19,13,2,60,55,89,55
363,13,80,73,31,13,3,19,71,82,81,30,19,61,61
364,80,61,9,2,34,49,15,29,61,29,28,28,67,49
365,11,28,28,42,35,79,65,24,64,39,15,88,4,3
366,36,85,12,4,21,12,92,93,48,84,64,52,52,93
367,40,53,5,80,54,16,53,1,88,52,24,48,85,1
368,12,1,56,48,48,48,15,70,60,72,21,14,60,60
369,3,82,12,55,94,15,72,98,85,93,87,3,48,15
370,2,29,67,52,29,21,21,26,34,74,73,53,63,56
371,60,80,85,54,3,57,80,26,60,75,86,87,31,64
372,4,99,58,94,64,72,80,83,31,29,13,55,99,93
373,82,0,26,29,12,99,72,23,34,30,6,33,30,2
374,34,30,40,40,43,55,85,32,5,11,72,93,43,58
375,1,2,83,83,5,4,34,13,80,62,30,9,85,26
376,98,15,17,44,11,5,72,29,81,20,9,2,87,24
377,94,55,66,29,90,76,13,53,72,55,85,65,73,54
378,93,12,30,9,9,63,16,0,66,22,39,93,11,19
379,82,4,80,26,98,8,11,37,21,16,98,21,64,4
380,48,99,4,79,40,99,5,26,43,60,73,90,34,51
381,25,78,60,6,29,31,68,55,5,26,48,72,5,55
382,19,34,52,83,0,61,68,82,34,75,53,28,68,73
383,66,27,94,24,67,0,50,26,80,79,98,56,4,4
384,60,1,40,69,21,68,18,31,72,4,38,29,94,87
385,6,66,55,65,82,93,89,9,18,72,98,1,29,4
386,83,11,15,96,66,59,29,45,19,2,87,55,73,15
387,13,72,29,65,11,79,13,34,94,66,9,66,66,87
388,66,55,55,46,66,66,4,95,15,6,43,55,76,55
389,80,73,66,83,58,83,60,46,9,0,24,55,31,26
390,75,19,2,2,31,54,30,34,5,55,54,15,97,75
391,21,11,11,6,72,29,13,15,94,80,18,72,53,90
392,80,47,75,16,73,4,53,98,19,33,61,5,10,54
393,98,96,60,5,18,11,66,96,24,55,67,40,76,26
394,72,99,11,55,80,40,55,11,80,15,13,5,11,83
395,87,34,80,34,19,94,26,67,65,55,26,87,58,54
396,19,29,0,2,87,15,15,16,6,3,31,73,60,98
397,98,94,73,6,24,66,29,4,99,68,98,72,53,96
398,24,28,5,98,28,28,61,61,61,24,7,61,34,72
399,50,99,82,77,71,29,49,5,42,2,5,19,72,2
400,16,34,72,5,80,5,95,72,1,54,43,34,73,85
401,15,94,18,60,80,85,1,19,21,54,47,41,91,99
402,17,73,52,11,73,12,5,18,54,4,4,60,54,17
403,75,0,99,13,2,60,55,89,55,13,80,73,31,13
404,3,99,71,82,81,30,48,94,61,80,94,9,2,34
405,49,15,29,61,29,61,28,26,49,11,28,28,42,35
406,79,65,24,93,39,0,103,4,3,36,24,12,4,21
407,12,92,93,48,84,64,52,52,93,40,53,5,104,54
408,16,53,107,88,52,24,48,85,1,12,1,56,48,48
409,48,109,70,60,72,21,14,60,60,3,82,12,55,94
410,15,72,98,85,93,87,107,48,15,2,29,67,52,29
411,21,21,26,34,74,80,53,102,56,104,80,85,54,3
412,57,80,26,60,75,86,87,31,64,4,99,58,94,64
413,72,80,83,31,29,13,55,99,93,106,0,99,29,12
414,99,80,23,34,30,6,33,30,2,99,30,40,40,43
415,55,85,32,104,100,72,93,43,58,107,2,83,83,73
416,4,61,13,80,62,30,9,85,26,5,15,17,44,11
417,104,72,29,81,20,9,2,87,105,94,55,66,29,90
418,107,13,31,72,55,85,65,73,54,93,12,30,9,82
419,63,16,0,66,22,39,93,100,19,9,4,80,26,98
420,8,11,37,21,16,98,101,64,4,48,99,4,108,40
421,99,104,26,43,60,73,90,34,51,25,78,60,6,11
422,31,68,5,104,26,48,72,5,55,104,19,52,83,0
423,61,68,82,61,75,24,28,68,73,66,27,94,105,67
424,0,50,26,80,79,98,56,4,4,104,1,40,69,21
425,68,18,105,72,4,38,29,94,87,6,66,55,65,9
426,93,89,9,18,72,98,107,29,107,83,100,15,96,66
427,59,29,45,19,2,87,55,73,15,13,72,29,65,11
428,79,13,34,94,66,82,66,66,87,72,5,55,46,66
429,66,4,95,109,6,43,55,76,80,80,73,66,83,58
430,83,104,46,15,0,105,55,31,26,75,104,2,2,31
431,54,30,34,5,55,54,15,97,75,101,11,100,6,72
432,29,13,15,94,80,18,72,53,90,80,47,75,16,73
433,107,53,98,104,33,61,5,10,54,98,96,60,5,18
434,11,66,96,105,55,106,40,76,26,72,99,100,34,80
435,40,55,11,80,15,13,73,11,83,87,0,80,34,19
436,94,26,67,65,55,26,87,58,54,19,29,0,2,87
437,15,15,16,6,107,105,73,60,87,98,94,73,6,24
438,66,29,4,99,68,98,19,53,96,24,28,5,98,28
439,28,61,61,61,105,7,61,34,72,50,19,82,77,71
440,29,49,5,42,2,5,19,72,2,16,34,72,104,80
441,104,95,72,107,54,43,0,73,85,109,94,18,60,80
442,85,107,104,21,54,47,41,91,99,17,73,52,11,73
443,12,5,18,54,4,4,60,54,17,75,0,99,13,2
444,60,5,89,55,13,99,5,31,13,107,99,71,106,81
445,30,19,94,61,80,94,9,2,34,49,15,29,61,29
446,61,28,26,49,100,28,28,42,35,79,65,105,93,39
447,0,103,4,3,36,111,12,4,21,12,92,93,48,84
448,64,52,52,93,40,53,5,104,54,16,53,107,88,52
449,24,48,85,1,12,1,56,48,48,48,109,70,60,72
450,21,14,60,60,3,82,12,55,94,15,72,98,111,93
451,87,107,48,15,2,29,67,52,29,21,21,26,34,74
452,15,53,102,56,104,80,85,54,3,57,80,26,60,75
453,86,87,111,64,4,99,58,94,64,72,80,83,31,115
454,13,55,99,93,106,0,26,29,12,99,80,23,34,30
455,6,116,30,2,80,30,40,40,43,55,111,32,104,100
456,72,93,43,58,107,2,83,83,5,4,61,115,80,62
457,30,9,85,26,98,15,17,44,11,104,72,29,81,20
458,9,2,98,105,94,55,66,29,90,107,13,31,72,55
459,85,65,73,54,93,12,30,9,82,63,16,0,66,22
460,39,93,100,19,9,4,80,26,15,8,115,37,21,16
461,98,101,64,4,48,99,4,108,40,99,104,26,43,60
462,73,90,34,51,25,78,60,6,11,31,68,55,104,26
463,48,72,5,55,104,19,52,83,0,28,68,82,61,75
