,0,1,2,3,4,5,6,7,8,9,10,11,12,13
125,0,4,9,8,3,1,0,0,2,9,0,8,1,0
126,3,0,0,3,6,7,2,1,9,1,0,8,7,3
127,3,8,4,0,4,4,7,8,9,7,3,0,0,3
128,9,6,0,9,0,6,0,4,2,15,9,14,8,13
129,9,6,18,12,2,15,7,10,3,13,9,6,18,12
130,2,15,7,14,3,13,9,6,9,16,7,10,7,6
131,9,13,9,13,15,18,3,8,2,7,18,6,6,4
132,4,3,13,4,6,18,4,14,2,2,3,2,2,15
133,14,14,19,17,8,18,16,6,9,16,4,13,4,6
134,6,18,8,14,2,11,0,3,17,14,2,18,2,9
135,0,8,14,13,15,2,0,15,6,16,8,14,9,14
136,18,3,7,17,17,8,11,13,4,4,7,8,9,16
137,17,0,0,15,9,6,13,9,0,6,18,11,2,15
138,7,19,8,13,9,6,18,11,2,15,7,10,8,13
139,9,6,18,4,2,15,7,14,8,13,9,6,9,7
140,7,19,7,6,9,13,9,0,15,18,3,3,2,7
141,18,6,6,11,11,8,13,11,6,18,11,19,2,2
142,8,2,2,15,14,19,19,15,9,18,7,6,9,7
143,4,13,11,6,6,18,8,19,2,11,18,8,2,18
144,2,9,18,3,10,13,15,2,18,15,6,7,3,19
145,9,19,18,8,7,15,15,8,11,0,11,11,7,7
146,15,13,13,15,1,6,13,1,13,6,0,11,2,17
147,16,19,3,1,3,6,0,11,2,17,7,19,8,13
148,3,6,0,11,2,17,16,19,3,13,9,6,9,16
149,16,10,16,6,9,13,9,13,15,0,8,3,2,16
150,0,6,6,11,11,3,1,11,6,18,11,19,2,2
151,3,2,2,17,19,19,19,17,3,0,16,6,3,16
152,11,1,11,6,6,0,3,10,2,11,0,8,17,19
153,2,0,2,3,0,8,10,13,15,2,0,17,6,16
154,2,19,3,19,0,8,7,15,15,8,11,13,11,11
155,16,3,18,7,17,1,1,15,18,6,13,3,2,6
156,18,12,2,15,16,14,3,1,9,6,18,12,2,15
157,7,14,3,13,9,6,18,12,2,15,16,10,3,1
158,9,6,1,16,16,10,9,6,1,1,9,1,15,18
159,3,3,2,16,18,6,6,12,12,3,1,12,6,5
160,12,10,2,9,3,1,2,15,10,14,10,15,9,18
161,16,6,1,16,12,13,12,6,6,18,3,14,2,12
162,18,3,15,10,2,18,2,9,18,3,10,1,15,2
163,18,15,6,16,2,10,1,14,18,3,16,15,15,3
164,11,1,12,4,7,3,9,16,15,13,13,15,9,6
165,1,9,1,6,5,4,9,17,16,14,8,13,1,6
166,5,12,1,17,16,19,8,13,1,6,5,12,1,15
167,16,19,3,13,9,6,13,16,16,14,16,6,9,13
168,1,13,17,5,8,8,2,16,5,6,6,12,12,8
169,1,12,6,5,12,14,9,2,3,1,1,15,14,14
170,19,17,9,5,16,6,9,16,12,1,11,6,6,5
171,8,14,1,11,5,8,17,14,1,5,1,1,5,8
172,14,13,17,2,0,17,6,16,1,14,1,14,5,8
173,16,17,17,8,12,13,12,12,16,8,9,16,17,18
174,13,17,9,6,13,9,13,6,0,11,2,15,16,19
175,8,1,18,6,0,11,2,15,7,19,3,13,18,6
176,0,11,2,18,7,19,3,1,18,6,18,17,7,19
177,7,6,18,13,18,1,15,0,3,3,1,7,0,6
178,6,4,12,3,13,4,15,0,4,19,2,2,3,2
179,2,17,19,19,19,15,18,0,16,6,18,16,4,1
180,11,6,6,0,3,19,2,11,0,3,15,14,2,0
181,2,18,0,3,19,13,17,2,0,8,6,16,2,14
182,18,10,0,3,7,17,3,3,11,13,11,11,7,8
183,18,7,17,1,13,3,18,6,13,18,13,6,0,11
184,2,14,7,19,3,14,9,6,0,11,2,15,7,6
185,8,18,9,6,0,11,2,17,7,10,8,13,9,6
186,9,7,7,19,7,6,9,1,9,1,15,0,8,3
187,2,7,0,6,6,11,11,8,1,11,6,5,11,14
188,2,2,8,2,2,15,10,19,10,15,9,0,7,6
189,9,7,11,1,11,6,6,0,8,19,2,4,0,3
190,15,10,2,0,2,9,0,8,19,1,17,2,0,15
191,6,7,2,10,9,19,0,8,7,15,15,8,11,1
192,4,11,7,8,9,7,15,1,13,15,9,6,1,9
193,0,5,11,2,15,16,19,3,13,9,6,5,11,2
194,15,9,19,3,1,9,6,5,12,2,15,9,19,3
195,13,9,6,9,9,16,19,9,6,1,1,9,1,17
196,5,8,3,2,9,5,12,3,1,12,6,5,12,19
197,2,2,3,9,9,15,19,19,19,15,9,5,16,6
198,9,16,12,1,12,6,6,5,3,19,4,12,5,15
199,10,2,5,2,9,5,3,19,1,15,2,5,15,6
200,16,2,19,9,19,5,3,9,15,17,3,12,1,12
201,12,9,3,9,16,17,17,9,6,1,9,1,6,0
202,11,2,17,7,19,8,13,2,6,0,12,2,17,16
203,19,3,13,9,6,0,12,2,17,16,19,8,13,9
204,6,1,7,7,10,7,6,9,13,1,13,15,0,8
205,8,2,7,0,6,6,8,13,4,6,0,12,14,2
206,2,8,2,2,17,19,10,19,17,9,0,16,6,13
207,7,12,13,4,6,6,0,8,14,2,12,0,8,17
208,19,2,0,3,9,0,8,19,13,17,2,0,17,6
209,7,2,14,9,19,0,8,16,15,17,8,12,13,12
210,4,7,8,2,16,15,12,13,17,1,6,13,9,13
211,6,18,11,2,15,16,19,8,1,9,6,18,12,2
212,15,16,14,3,13,9,6,0,11,2,17,7,10,3
213,13,1,6,9,16,7,10,7,6,9,13,9,7,15
214,0,8,8,7,16,0,6,6,12,11,8,7,11,6
215,0,11,10,2,2,8,2,2,15,10,10,14,15,9
216,0,7,6,9,16,11,7,4,6,6,0,8,10,2
217,11,0,8,15,10,2,0,2,9,0,8,10,13,15
218,2,0,15,6,7,2,10,9,10,7,8,7,15,17
219,3,11,11,11,11,7,3,9,7,15,13,13,17,9
220,6,13,9,13,6,18,4,2,15,16,10,8,13,9
221,6,0,5,2,15,16,10,3,13,9,6,18,4,2
222,15,16,10,8,13,9,6,9,16,16,10,16,6,9
223,13,9,13,15,0,3,8,2,16,0,6,6,4,4
224,8,13,4,6,18,4,10,2,2,8,2,9,15,10
225,10,10,15,9,0,16,6,9,14,12,13,4,6,6
226,18,8,10,2,12,0,8,15,10,2,0,2,9,0
227,3,10,13,15,2,0,15,6,7,2,10,9,10,0
228,8,7,15,15,3,4,13,12,12,16,8,9,16,15
229,0,13,15,9,6,13,6,18,11,2,17,16,19,3
230,1,9,6,18,11,2,15,16,19,3,1,9,6,18
231,12,2,15,16,19,3,1,9,6,9,16,16,19,16
232,6,9,1,9,1,15,18,3,3,2,16,18,6,6
233,12,12,3,18,12,6,18,12,19,2,2,3,2,2
234,17,19,19,19,15,9,18,16,6,9,16,12,1,12
235,6,6,18,3,19,2,11,18,3,15,19,2,18,2
236,9,18,3,19,1,15,2,18,15,6,16,2,19,9
237,10,18,3,9,15,17,3,12,1,12,12,16,3,9
238,16,15,1,1,15,9,6,3,9,1,6,0,12,2
239,17,7,10,8,0,18,6,0,4,2,17,7,10,18
240,6,0,12,2,17,7,14,8,7,18,17,18,7,7
241,10,7,6,3,13,7,13,17,0,8,8,2,7,0
242,14,6,4,12,8,13,4,6,0,11,10,13,8,8
243,4,13,17,10,14,10,8,18,0,7,6,9,16,4
244,13,6,0,8,10,2,11,0,8,8,10,2,0,2
245,3,0,8,10,13,17,2,0,17,6,7,2,14,9
246,14,0,8,7,17,17,8,11,4,7,8,2,7,8
247,17,7,6,13,3,13,6,0,12,2,15,16,14,8
248,13,9,6,0,11,13,15,16,19,3,13,9,6,0
249,12,13,15,16,14,8,13,9,6,9,16,16,19,16
250,6,9,13,9,13,17,0,3,3,3,16,0,6,6
251,11,11,8,13,11,6,0,12,19,13,13,8,16,13
252,15,14,19,19,15,9,0,16,6,9,16,12,13,11
253,6,6,0,8,14,2,12,0,8,15,14,2,0,2
254,9,0,3,14,13,15,16,0,15,6,16,2,14,9
255,19,0,8,16,15,15,3,12,13,12,12,16,8,9
256,16,15,13,0,15,9,6,13,1,13,4,21,14,8
257,6,8,19,27,14,13,29,15,9,20,6,17,19,2
258,25,28,29,15,9,20,6,17,19,26,25,28,4,28
259,12,17,19,17,29,28,25,1,25,6,15,2,27,18
260,17,15,4,29,14,14,2,25,2,29,15,21,19,20
261,18,2,20,20,6,19,19,11,16,0,15,12,29,28
262,5,15,25,15,4,4,15,27,19,20,24,21,2,16
263,19,20,15,20,1,21,2,3,25,6,20,0,6,29
264,5,20,3,28,19,15,2,17,16,16,27,9,25,14
265,14,17,2,28,12,16,21,21,6,1,29,0,1,0
266,4,15,24,20,6,17,11,27,25,28,29,15,24,20
267,6,17,19,27,14,1,29,15,7,20,6,17,19,27
268,25,1,29,28,17,17,11,17,29,28,25,28,21,6
269,15,2,2,20,17,15,29,29,24,24,27,14,24,29
270,15,24,11,18,20,27,20,20,6,19,11,11,6,13
271,15,17,29,1,17,7,25,24,29,29,15,27,11,20
272,24,15,27,20,15,20,1,15,2,19,14,6,20,15
273,6,4,17,20,11,1,11,15,27,17,6,6,27,24
274,21,24,9,17,17,6,25,3,6,13,29,14,13,25
275,29,21,9,8,16,12,11,2,14,10,29,21,9,8
276,16,17,11,27,25,10,4,21,9,18,16,12,11,2
277,25,1,4,28,12,5,11,13,4,1,14,28,14,6
278,0,27,2,18,12,21,4,4,24,24,2,14,9,4
279,15,24,11,8,20,2,18,8,16,11,11,11,16,10
280,21,5,4,10,12,24,14,24,4,29,21,2,19,8
281,24,21,2,16,11,20,21,8,10,21,27,19,25,6
282,8,21,16,29,12,18,11,10,11,0,27,12,6,16
283,2,9,14,24,24,12,2,26,17,16,8,14,6,26
284,4,25,10,20,4,15,9,20,6,12,19,10,14,1
285,29,15,7,8,6,17,3,10,25,28,29,15,9,8
286,6,12,19,10,14,28,29,13,12,12,5,1,29,13
287,14,1,14,6,15,10,10,8,10,15,4,29,7,9
288,10,14,9,4,23,7,19,8,8,10,8,8,6,19
289,19,19,6,1,15,12,29,13,12,9,14,9,4,29
290,15,10,19,8,24,15,10,6,19,8,15,8,13,15
291,10,19,13,6,8,15,6,29,12,8,19,13,3,15
292,10,12,15,6,10,9,13,9,14,17,10,1,5,6
293,25,25,6,1,4,14,1,14,4,23,22,28,16,12
294,19,27,14,13,4,23,9,18,16,12,11,27,14,1
295,4,23,7,9,16,12,11,2,14,13,4,25,12,12
296,11,12,4,1,14,13,14,16,23,2,27,18,12,23
297,4,4,9,9,27,14,9,4,23,9,3,28,18,2
298,14,18,16,11,19,11,16,1,23,12,29,1,12,22
299,14,9,4,4,23,27,11,18,24,23,27,16,3,14
300,23,14,13,23,27,11,14,16,18,3,16,4,12,18
301,19,13,19,23,27,12,16,16,27,9,14,9,9,12
302,27,28,12,16,14,14,16,1,4,14,28,14,29,21
303,24,18,6,5,11,27,14,26,4,3,24,18,6,5
304,11,2,25,26,29,0,7,18,15,17,11,26,14,26
305,29,26,5,17,11,17,29,15,14,26,14,6,21,26
306,26,18,17,0,29,4,7,7,2,25,7,29,21,7
307,11,18,18,2,18,20,16,11,11,11,6,26,0,5
308,29,15,5,7,14,24,29,29,21,2,11,18,24,0
309,26,6,19,18,0,8,26,0,2,11,25,16,8,0
310,27,29,5,20,19,26,19,0,2,17,16,10,2,24
311,25,24,24,17,27,26,17,16,14,0,10,26,29,14
312,26,25,4,21,24,8,16,17,11,2,19,28,4,21
313,24,8,6,17,29,27,15,1,4,21,24,18,16,17
314,19,27,3,28,4,1,17,17,11,17,4,28,14,1
315,14,6,3,27,2,20,17,0,29,29,24,24,27,14
316,24,29,23,24,19,20,20,27,20,20,6,19,11,19
317,6,28,21,17,29,1,17,24,14,24,29,4,0,27
318,11,18,7,0,2,6,19,8,21,8,1,21,27,11
319,3,16,8,21,6,4,17,20,19,28,11,21,27,17
320,6,6,27,24,15,2,24,17,27,1,17,6,14,8
321,6,1,29,14,1,3,23,9,18,6,12,11,2,14
322,28,4,23,24,8,6,12,11,2,14,28,4,23,9
323,8,6,28,11,2,14,28,4,1,28,12,11,28,4
324,13,14,28,14,16,23,2,2,8,28,23,9,2,14
325,22,4,23,9,11,8,8,2,18,28,26,11,11,11
326,6,28,23,12,4,28,12,22,14,22,4,4,23,2
327,11,18,9,23,6,19,18,23,18,28,23,2,11,14
328,26,8,23,6,4,12,8,11,28,11,23,2,28,6
329,26,2,9,14,22,9,28,2,1,12,26,16,13,4
330,14,28,14,4,3,24,18,26,17,11,27,25,8,4
331,21,9,18,26,12,11,2,25,13,4,21,22,18,16
332,12,11,27,25,13,4,13,5,17,19,17,29,13,25
333,13,25,26,0,2,2,18,12,21,4,4,27,25,22
334,4,0,22,19,18,18,27,18,18,16,11,19,11,10
335,13,21,5,4,25,17,7,8,22,4,4,0,27,19
336,18,9,21,27,16,11,18,21,2,13,21,2,11,25
337,16,18,0,16,4,5,18,19,1,11,21,27,5,6
338,16,27,9,25,9,22,17,27,13,5,6,8,25,16
339,13,4,25,1,25,4,15,24,18,6,5,11,27,14
340,13,4,15,9,18,6,5,11,2,25,28,4,0,7
341,18,16,17,19,2,25,13,4,13,12,12,19,17,4
342,1,25,13,25,6,21,27,27,25,5,21,4,4,7
343,24,27,17,24,4,21,24,19,18,20,27,20,18,6
344,19,19,19,6,1,0,17,4,1,5,9,25,7,4
345,4,21,27,19,20,24,21,27,6,19,20,0,18,1
346,0,27,19,25,6,18,0,6,29,17,20,11,1,19
347,0,27,17,6,16,2,24,3,24,9,17,27,1,17
348,6,0,25,16,1,4,25,13,25,4,15,22,18,6
349,12,19,27,25,28,29,21,22,18,6,12,19,2,25
350,1,29,15,22,8,6,5,19,27,25,1,4,1,5
351,5,19,12,29,1,25,13,25,6,21,2,27,18,5
352,21,29,29,22,22,27,25,22,4,15,22,19,20,18
353,27,18,18,6,19,19,19,6,28,21,5,4,1,5
354,7,3,22,4,4,15,27,19,18,22,21,27,6,19
355,20,21,18,1,21,2,19,25,6,18,21,6,29,5
356,18,19,1,19,21,27,17,6,6,2,22,25,22,22
357,5,27,1,12,6,0,0,6,1,29,25,4,15,24
358,8,16,12,11,2,14,1,4,15,24,8,6,12,11
359,2,14,1,4,15,24,8,6,13,11,2,14,28,4
360,1,12,12,11,12,4,1,14,1,14,6,15,2,2
361,18,12,15,4,4,7,24,2,15,24,4,15,24,11
362,8,18,2,8,18,16,11,11,11,6,28,15,12,4
363,1,5,24,14,24,4,4,15,2,11,8,24,15,2
364,6,11,8,15,18,1,15,2,11,14,6,18,15,6
365,4,12,8,11,28,19,15,10,28,6,16,2,9,10
366,7,24,12,2,1,12,6,14,14,6,1,4,10,1
367,14,29,21,9,20,16,17,19,0,0,26,29,0,22
368,20,16,17,19,26,29,0,7,20,16,17,19,27,0
369,26,16,26,17,17,19,17,4,10,14,17,14,16,21
370,27,27,20,17,21,29,29,22,9,27,25,22,29,0
371,24,19,25,27,27,20,25,16,19,19,19,25,26,21
372,17,29,28,5,22,14,4,21,27,19,20,24,21,27
373,25,19,20,21,20,10,21,27,19,14,16,20,21,16
374,29,17,20,19,28,3,21,27,17,16,16,27,24,22
375,17,27,8,17,25,16,17,4,25,10,2,4,3,9
376,8,6,12,11,27,8,28,29,3,24,20,16,5,11
377,2,25,1,29,3,7,3,6,5,11,27,25,28,4
378,1,5,12,11,12,29,1,14,1,25,16,3,2,2
379,2,5,21,29,4,24,24,27,25,24,29,3,24,11
380,20,25,2,8,20,6,3,11,11,6,1,0,12,29
381,1,5,7,25,7,4,29,3,27,19,20,7,21,27
382,6,19,20,21,8,1,3,2,11,25,6,5,3,6
383,29,12,20,19,1,11,3,27,5,6,6,2,7,8
384,9,24,5,27,1,12,6,25,21,6,1,29,3,13
385,14,4,21,30,8,37,36,19,27,14,36,29,15,39
386,20,34,17,31,16,25,28,29,15,9,20,37,17,19
387,2,25,28,4,28,32,32,31,32,29,13,25,36,25
388,34,15,2,27,38,17,15,4,29,30,30,2,25,30
389,29,15,30,19,20,18,16,20,20,37,31,19,11,34
390,27,15,32,29,36,32,30,25,30,4,4,15,16,19
391,20,24,15,2,34,19,20,15,20,36,21,16,19,25
392,37,20,0,37,29,32,20,19,28,19,15,16,32,34
393,34,16,9,25,30,30,17,16,28,32,34,25,3,34
394,36,29,0,1,0,4,35,24,20,6,17,11,16,25
395,28,29,15,24,20,6,17,31,16,14,36,29,15,7
396,20,6,17,19,27,25,36,29,36,17,17,11,17,29
397,28,25,28,21,6,15,2,2,20,17,15,29,29,9
398,24,16,25,24,29,15,39,11,38,20,27,20,20,6
399,19,11,11,6,36,15,17,29,36,17,7,25,7,29
400,29,15,27,11,20,24,15,27,20,15,20,36,15,2
401,31,30,6,20,15,6,4,17,20,5,36,11,15,27
402,17,6,6,27,24,3,24,9,17,17,6,3,3,6
403,36,29,30,14,25,29,3,9,8,34,12,11,2,14
404,10,29,15,9,38,34,17,11,16,25,10,4,3,9
405,18,34,12,11,2,25,36,4,28,12,13,31,13,4
406,1,25,1,14,34,0,27,2,38,12,3,4,4,24
407,9,2,14,9,4,15,24,11,8,38,2,38,38,34
408,11,11,31,33,10,21,32,4,10,12,9,14,24,4
409,29,21,16,31,38,24,30,16,34,11,38,21,8,10
410,21,27,31,25,37,8,21,34,29,12,18,11,10,11
411,0,27,32,37,34,16,9,14,24,24,12,2,26,17
412,34,8,14,34,26,4,25,10,20,4,35,39,38,6
413,32,5,10,14,36,29,15,39,8,33,32,5,10,25
414,28,29,15,39,38,6,32,5,10,14,28,29,14,12
415,32,5,36,29,36,14,36,14,6,15,10,10,8,32
416,15,4,29,39,39,10,14,39,4,23,22,11,38,8
417,10,8,8,6,5,5,5,6,36,15,12,29,14,32
418,39,14,39,4,29,15,10,19,8,39,15,10,37,5
419,8,15,8,36,15,10,5,14,6,8,15,6,29,32
420,8,5,14,0,15,10,32,15,6,10,39,14,39,30
421,17,10,1,32,6,25,25,6,1,4,14,36,14,4
422,23,22,28,33,12,19,27,30,14,4,23,9,18,33
423,12,11,16,30,1,4,23,22,9,33,12,11,2,30
424,13,4,25,12,12,19,12,4,1,30,14,30,33,23
425,16,16,18,12,23,4,4,9,9,27,30,9,4,23
426,9,19,28,18,2,14,18,33,11,19,11,33,1,23
427,12,29,1,12,22,30,9,4,4,23,27,19,18,24
428,23,16,33,19,30,23,14,14,23,16,19,30,33,18
429,3,33,4,12,18,19,14,19,23,16,12,33,33,27
430,9,30,9,9,12,16,28,12,33,30,30,33,1,4
431,30,28,30,29,3,7,38,6,32,11,16,14,26,4
432,0,7,38,6,17,11,2,25,26,29,0,7,38,15
433,17,11,26,14,26,29,26,34,17,11,17,29,15,14
434,26,14,6,3,26,26,38,17,3,29,4,7,7,2
435,25,7,29,21,7,11,38,38,2,18,38,34,11,31
436,11,6,26,0,32,29,15,32,7,14,7,29,29,21
437,2,11,38,24,0,26,6,31,38,0,8,26,0,2
438,11,25,33,8,0,16,29,32,38,31,26,31,3,2
439,17,33,10,2,7,25,7,7,17,16,26,17,33,14
440,0,10,26,29,14,26,25,4,21,24,8,33,17,5
441,16,19,28,4,21,24,8,6,17,5,16,15,1,4
442,21,24,18,33,17,5,16,3,28,4,1,17,17,5
443,17,4,28,14,1,14,37,3,27,2,20,17,3,29
444,29,9,24,27,14,24,29,23,39,19,8,20,16,38
445,20,33,5,5,5,33,28,3,17,29,36,17,24,14
446,24,29,4,0,16,11,38,7,3,2,37,5,8,21
447,8,1,21,27,5,14,33,8,21,37,4,17,38,31
448,28,11,3,16,17,33,6,16,24,14,2,7,32,27
449,1,17,37,14,5,37,1,29,14,1,0,23,9,18
450,37,12,11,2,14,28,4,23,24,8,37,12,11,16
451,14,28,4,23,9,8,37,13,11,2,14,28,4,1
452,13,12,11,13,4,28,14,28,14,34,23,16,2,8
453,13,23,39,16,14,22,4,23,39,11,8,8,2,28
454,28,26,11,11,11,37,28,23,12,4,28,13,22,14
455,22,4,4,23,16,11,18,39,23,37,31,18,23,38
456,28,23,2,31,14,26,8,23,37,4,12,8,11,28
457,11,23,2,13,37,34,16,9,14,22,39,13,16,1
458,12,26,34,13,4,14,28,14,4,3,24,18,34,32
459,11,16,25,36,4,3,9,18,34,32,11,16,25,13
460,4,21,22,18,34,12,11,16,25,13,4,36,32,32
461,31,32,29,13,14,36,25,26,3,16,16,18,32,21
462,4,4,27,25,22,4,0,22,19,18,18,27,18,18
463,34,11,31,31,10,13,21,32,4,25,17,22,8,22
