,0,1,2,3,4,5,6,7,8,9,10,11,12,13
42,0,1,1,2,5,2,0,0,2,8,4,1,2,2
43,8,6,4,9,2,1,1,2,8,4,5,6,9,5
44,6,0,1,9,4,1,4,2,8,7,6,6,8,2
45,5,2,2,7,8,1,1,8,3,5,8,1,0,5
46,1,5,0,5,2,9,6,7,4,8,1,3,0,5
47,2,9,6,7,4,8,5,3,0,5,2,9,3,7
48,4,3,1,3,0,3,6,7,4,7,0,3,5,3
49,1,6,5,3,3,9,7,5,0,0,9,2,8,5
50,5,0,5,1,4,9,9,8,9,9,6,4,4,4
51,6,3,5,7,0,3,7,9,1,2,0,0,5,8
52,4,9,2,5,3,6,4,9,5,9,3,5,8,4
53,5,6,9,5,8,0,7,9,4,3,4,5,8,7
54,6,8,8,2,5,2,2,7,8,3,7,6,1,5
55,8,3,0,1,3,5,0,5,2,9,6,7,4,8
56,4,1,0,5,2,9,6,7,0,8,3,1,0,5
57,2,9,6,7,4,8,5,1,0,1,7,7,4,7
58,0,1,1,1,1,6,5,8,8,9,7,5,0,0
59,2,2,8,3,2,0,2,2,4,9,9,8,9,9
60,6,4,4,4,6,1,5,7,0,1,7,2,5,2
61,0,0,5,8,4,9,8,5,8,6,4,9,5,9
62,1,5,8,4,2,6,9,5,6,0,7,9,4,1
63,4,5,8,7,6,6,8,2,3,8,2,7,8,1
64,7,6,3,1,6,1,0,5,1,5,2,2,9,6
65,7,4,8,1,1,0,2,2,9,6,1,4,8,1
66,1,0,2,2,9,6,1,4,8,1,1,0,1,1
67,1,4,1,0,1,1,1,1,6,9,8,8,9,1
68,2,2,8,1,2,0,2,2,4,9,9,8,9,9
69,6,4,4,4,6,1,2,1,0,1,1,2,1,2
70,0,0,2,8,4,9,2,2,6,4,9,2,9,1
71,2,8,4,1,6,9,2,6,0,7,9,4,1,4
72,2,8,1,6,6,8,2,1,2,2,1,8,1,1
73,6,6,1,0,1,1,1,0,5,2,9,6,7,4
74,8,8,9,0,5,2,9,6,7,4,8,5,1,0
75,5,2,9,6,7,4,8,1,1,0,1,7,7,4
76,7,0,1,1,1,5,6,5,8,8,9,7,5,0
77,0,8,5,2,0,5,2,4,9,9,8,9,9,6
78,4,4,4,8,1,5,7,0,1,7,2,1,9,0
79,0,5,8,4,9,2,5,8,6,4,9,5,8,1
80,5,8,4,5,6,9,5,6,0,7,9,4,1,4
81,5,8,7,6,6,8,2,5,2,2,7,8,1,7
82,6,2,9,6,1,0,5,1,5,0,3,2,9,6
83,7,4,8,1,1,0,3,2,9,6,7,4,8,5
84,1,0,5,2,9,6,7,4,8,5,1,0,1,7
85,7,4,7,0,1,7,1,7,6,5,8,8,8,7
86,5,0,0,2,2,8,8,2,0,5,2,4,9,9
87,8,9,9,6,4,4,4,6,1,5,7,0,1,7
88,2,7,2,0,0,5,8,4,9,2,5,8,6,4
89,9,5,9,1,5,8,4,5,6,9,5,6,0,7
90,9,4,1,4,7,8,7,6,6,8,2,2,2,2
91,7,8,1,7,6,5,5,6,1,0,5,1,5,0
92,3,2,9,6,1,4,8,5,1,0,5,2,9,6
93,7,4,8,5,1,0,3,9,9,6,7,4,8,5
94,1,0,1,7,7,4,7,0,1,5,1,5,6,5
95,8,8,9,7,5,0,0,9,9,8,5,9,0,3
96,9,4,9,9,8,9,9,6,4,4,4,6,1,5
97,7,0,1,4,2,5,9,0,0,3,8,4,9,2
98,5,8,6,4,9,5,9,1,5,8,4,5,6,9
99,5,6,0,7,9,4,1,4,5,8,7,6,6,8
100,1,5,2,2,1,8,1,7,6,5,5,6,1,0
101,5,0,3,2,9,6,7,4,8,1,1,0,3,2
102,9,6,1,4,8,1,1,0,3,2,9,6,1,4
103,8,1,1,0,1,1,1,4,1,0,1,1,1,1
104,6,3,8,8,9,1,3,0,0,2,2,8,3,2
105,0,3,2,4,9,9,8,9,9,6,4,4,4,6
106,1,3,1,0,1,7,2,1,2,0,0,3,8,4
107,9,2,3,8,6,4,9,3,9,1,3,8,4,1
108,6,9,3,6,0,1,9,4,1,4,3,8,1,6
109,6,8,2,3,2,2,7,8,1,7,6,3,8,6
110,9,0,3,1,1,0,5,2,9,6,7,5,5,5
111,3,0,5,9,9,6,7,4,3,0,5,2,9,6
112,7,4,8,7,3,6,3,7,7,4,7,0,7,5
113,7,5,6,5,8,8,5,7,5,0,0,0,2,5
114,5,9,0,5,2,4,5,8,8,8,5,6,4,4
115,4,8,3,5,7,0,1,7,9,5,0,5,8,4
116,9,2,5,8,8,4,9,5,9,8,5,8,4,5
117,6,9,5,6,0,7,9,4,9,4,5,8,7,6
118,8,8,2,9,7,8,9,7,8,6,7,0,5,7
119,8,0,5,2,9,6,7,4,8,9,1,0,5,2
120,5,6,7,4,8,5,1,0,5,2,7,6,6,4
121,8,5,1,0,1,7,7,4,7,0,1,1,1,5
122,6,5,8,8,8,7,5,0,0,2,2,8,5,2
123,0,5,2,4,5,5,8,1,5,6,4,4,4,6
124,1,5,7,0,1,1,2,5,2,0,0,5,8,4
125,9,2,5,8,6,4,9,5,9,1,5,8,4,5
126,6,7,5,6,0,1,9,4,1,4,5,8,7,6
127,6,8,2,5,2,2,1,8,9,1,6,5,5,6
128,1,0,5,1,1,3,1,2,0,6,0,11,4,2
129,16,10,7,14,5,6,9,11,13,19,0,10,7,12
130,5,6,9,11,13,19,0,3,16,8,9,11,9,10
131,0,19,16,19,6,7,13,4,5,9,7,3,10,2
132,2,13,19,13,10,7,1,11,5,5,13,5,5,6
133,11,11,15,17,4,7,8,10,16,8,14,19,7,3
134,3,7,4,11,5,12,1,13,17,11,5,7,5,16
135,1,4,11,19,6,5,1,6,10,8,4,11,16,11
136,7,13,9,17,17,4,12,19,2,2,9,4,16,8
137,17,19,1,17,16,10,19,16,1,3,7,12,5,6
138,9,15,4,19,16,10,7,12,5,6,9,11,4,2
139,16,10,7,14,5,6,9,11,4,19,16,10,16,9
140,9,15,9,10,16,19,16,1,1,7,13,13,5,9
141,7,10,10,12,12,4,2,12,10,7,12,15,5,5
142,4,5,5,6,11,15,15,6,16,7,9,10,16,9
143,14,19,12,10,10,7,4,15,5,12,7,4,5,7
144,5,16,7,13,11,2,6,5,7,6,3,9,13,11
145,16,15,7,4,9,1,6,4,12,1,12,12,9,9
146,6,2,2,6,16,10,2,16,19,3,1,12,0,17
147,8,15,13,2,19,10,1,12,0,17,9,15,4,19
148,13,3,1,12,0,17,8,15,13,19,16,3,16,8
149,8,11,8,3,16,2,16,2,6,1,4,13,5,8
150,1,3,3,12,12,13,2,12,3,7,12,15,0,5
151,13,5,0,17,15,15,15,17,13,1,9,3,13,8
152,12,2,12,3,3,1,13,11,0,12,1,4,17,15
153,5,1,0,13,1,4,11,19,6,0,1,17,10,8
154,5,15,13,15,1,4,8,6,17,4,12,2,12,12
155,8,13,7,9,17,0,2,6,7,10,19,13,5,3
156,7,14,5,6,8,11,13,2,16,10,7,14,0,17
157,9,11,13,19,16,10,7,12,0,6,8,11,13,2
158,16,10,16,8,8,11,5,10,16,2,16,2,6,7
159,13,13,0,8,7,3,10,14,14,13,2,14,3,18
160,14,11,0,0,13,0,0,6,11,11,11,6,16,7
161,8,10,16,8,14,2,12,3,10,7,13,11,0,12
162,1,13,6,11,0,7,0,16,7,13,11,2,6,0
163,7,6,10,8,0,11,16,19,7,13,8,7,6,13
164,12,2,12,2,9,13,16,8,6,19,19,6,16,3
165,2,16,2,3,18,14,16,17,8,11,4,2,16,3
166,18,14,5,17,8,15,4,2,16,3,18,14,2,17
167,8,15,13,2,16,3,19,8,8,15,8,3,16,2
168,16,2,17,18,13,4,5,8,18,3,3,14,14,4
169,2,14,3,18,14,15,16,5,13,2,16,17,15,11
170,15,17,16,18,8,10,16,8,14,2,12,3,3,18
171,4,15,14,12,18,4,17,15,2,18,2,16,18,4
172,11,2,17,0,1,17,3,8,0,11,16,11,18,4
173,8,17,17,4,14,2,12,14,8,4,16,8,17,2
174,2,17,16,3,2,16,2,10,1,12,5,6,8,15
175,4,2,7,3,1,12,16,6,9,15,13,19,7,10
176,1,12,5,7,9,15,13,2,7,3,7,17,9,15
177,9,10,7,2,7,2,6,1,13,13,5,9,1,10
178,3,14,12,13,19,2,10,1,14,15,5,5,13,5
179,5,17,15,15,15,6,7,1,8,10,7,8,14,2
180,12,10,10,1,13,15,5,12,19,13,6,11,5,19
181,0,7,1,13,15,19,17,0,1,4,10,8,5,11
182,7,11,1,13,9,17,17,13,12,19,12,12,9,4
183,7,9,17,2,19,17,7,10,2,7,19,3,1,12
184,0,17,9,15,13,11,16,3,1,12,0,6,9,10
185,4,7,16,3,1,12,5,17,9,11,4,19,16,3
186,16,9,9,15,9,3,16,2,16,2,6,1,4,13
187,5,9,1,10,10,12,12,4,2,12,10,18,12,11
188,0,0,4,5,5,6,11,15,11,17,16,1,9,10
189,16,9,12,2,12,10,3,1,4,15,5,14,1,13
190,6,11,0,1,0,16,1,4,15,2,6,0,1,6
191,3,9,5,11,16,15,1,4,9,17,6,4,12,2
192,13,12,9,4,16,9,6,2,0,6,16,3,2,16
193,1,18,12,0,6,8,15,13,2,16,3,18,12,0
194,6,8,15,13,2,16,3,18,12,0,6,16,15,13
195,2,16,3,16,16,8,15,16,3,16,2,16,2,17
196,18,13,13,0,16,18,12,13,2,14,3,18,14,15
197,0,0,13,16,0,6,15,15,15,6,16,18,8,3
198,16,8,14,2,14,3,3,18,13,15,5,12,18,6
199,11,5,18,5,16,18,13,15,2,6,0,18,6,3
200,8,0,15,16,15,18,13,16,6,17,13,14,2,14
201,12,16,13,16,8,17,17,16,3,2,16,2,3,1
202,12,5,17,9,15,4,19,0,3,1,14,16,17,8
203,15,13,19,16,3,1,14,5,17,8,15,4,0,16
204,3,8,8,9,11,9,10,16,2,8,2,6,1,13
205,4,5,8,1,3,3,4,19,14,3,1,14,11,5
206,5,4,5,5,17,15,11,15,17,16,1,8,3,19
207,9,14,0,14,3,3,1,4,11,5,14,1,4,17
208,15,5,1,13,16,1,4,15,19,17,5,1,17,3
209,8,5,11,16,15,1,4,8,6,17,4,12,19,14
210,14,9,4,16,8,17,0,19,17,2,3,19,16,19
211,3,7,12,0,17,8,15,4,2,16,3,7,14,5
212,6,8,15,13,19,16,3,1,12,5,17,9,15,13
213,19,16,3,16,8,9,11,9,3,16,19,16,19,6
214,1,4,4,19,8,1,3,3,14,12,4,9,12,3
215,1,12,11,5,5,4,5,5,6,11,11,11,6,16
216,1,9,3,16,8,12,19,14,3,3,1,4,11,5
217,12,1,4,6,11,5,1,0,16,1,4,11,19,6
218,5,1,6,10,9,5,11,16,11,9,4,9,6,6
219,13,12,12,12,12,9,13,16,9,6,19,19,17,16
220,3,19,16,19,3,7,14,5,6,8,11,4,19,16
221,10,1,14,5,6,8,11,13,19,16,10,7,14,0
222,6,8,11,4,19,16,3,16,8,8,11,8,10,16
223,19,16,19,6,1,13,4,5,8,1,10,10,14,14
224,4,19,14,3,7,14,11,5,5,4,16,16,6,11
225,11,11,6,16,1,8,3,16,15,14,2,14,3,3
226,7,4,11,5,14,1,4,6,11,5,1,0,16,1
227,13,11,19,6,5,1,6,10,9,5,11,16,11,1
228,4,9,6,6,13,14,19,14,14,8,4,16,8,6
229,19,19,6,16,10,19,3,7,12,0,17,8,15,13
230,2,16,3,7,12,0,17,8,15,13,2,16,3,7
231,12,0,17,16,15,13,2,16,3,16,8,8,15,8
232,3,16,2,16,2,6,7,13,13,5,8,7,3,3
233,12,12,13,7,12,3,7,12,15,0,0,13,0,5
234,17,15,15,15,17,16,7,8,3,16,8,12,2,12
235,3,3,7,13,15,0,12,7,13,6,15,0,7,5
236,16,7,13,15,2,17,5,7,17,3,8,0,15,16
237,11,7,13,16,17,17,13,12,8,14,12,8,13,16
238,8,17,2,2,6,5,3,13,16,2,10,1,14,5
239,17,9,11,4,1,7,10,1,14,5,17,9,11,7
240,10,1,14,5,17,9,11,4,9,7,17,7,9,9
241,11,9,3,19,17,9,2,17,1,4,4,19,9,1
242,10,3,14,14,4,19,14,10,1,12,11,19,4,4
243,13,19,17,11,11,11,4,7,1,9,10,16,8,14
244,2,3,1,4,11,5,12,1,4,4,11,5,1,5
245,13,1,4,11,2,17,5,1,17,10,9,5,11,16
246,11,1,4,9,17,17,4,12,14,9,4,0,9,4
247,17,9,3,19,13,19,3,1,12,0,6,8,15,4
248,0,16,10,1,12,19,6,8,15,13,19,16,10,1
249,14,0,6,8,15,4,0,16,3,16,8,8,15,8
250,10,16,2,16,19,6,1,13,13,13,8,1,10,3
251,12,12,4,19,12,10,1,12,15,2,19,4,0,19
252,6,15,15,15,6,16,1,8,10,16,8,12,2,12
253,3,10,1,4,11,5,14,1,4,6,11,5,1,0
254,16,1,13,15,19,6,8,1,6,10,8,5,11,16
255,15,1,4,8,6,6,13,12,0,12,12,8,4,16
256,8,6,19,1,6,16,10,2,16,2,9,23,19,20
257,27,10,0,17,2,10,9,21,1,3,8,6,29,5
258,26,22,9,21,13,3,11,15,0,28,26,22,9,22
259,16,6,29,6,9,22,26,10,26,8,21,5,17,20
260,6,21,4,4,19,19,5,26,19,9,21,19,0,3
261,3,5,3,3,27,0,0,12,8,17,21,6,9,10
262,16,19,14,19,4,4,21,17,0,3,13,21,5,8
263,0,3,21,3,10,23,5,0,26,11,3,23,27,9
264,16,6,0,22,0,21,5,6,8,8,5,13,26,19
265,19,6,5,22,6,8,26,26,8,10,9,14,10,14
266,4,7,13,3,11,15,12,5,26,10,9,21,13,3
267,11,6,29,5,2,10,4,7,1,3,11,15,0,17
268,26,10,9,10,6,15,12,15,9,10,26,22,23,11
269,21,5,5,3,6,7,4,9,13,13,17,26,13,9
270,21,13,12,3,3,17,3,3,11,0,12,12,11,10
271,21,15,9,10,15,1,26,13,9,9,21,17,12,3
272,13,19,17,3,7,3,10,21,5,0,19,11,3,21
273,11,4,15,28,29,10,12,21,17,15,11,11,17,13
274,26,13,13,15,15,11,26,26,11,10,9,19,18,2
275,9,23,13,20,8,16,12,5,18,28,9,19,13,20
276,8,6,12,17,2,28,9,19,13,20,8,16,12,5
277,2,10,9,22,16,16,12,22,9,10,2,22,2,27
278,14,17,5,20,16,23,4,4,13,13,5,18,13,4
279,21,13,12,20,3,5,20,20,8,12,12,12,25,28
280,23,6,9,28,16,13,18,13,9,9,23,5,0,20
281,13,19,5,8,12,3,23,20,28,23,17,12,2,27
282,20,23,8,4,16,20,12,28,12,14,17,16,27,8
283,5,13,2,13,13,16,5,28,15,8,20,18,8,7
284,4,2,28,3,4,7,1,3,11,16,29,28,18,10
285,9,21,1,20,25,6,29,28,26,10,9,21,13,20
286,11,6,29,28,18,10,9,18,16,16,29,10,9,18
287,18,10,2,11,21,28,28,20,16,21,4,9,1,1
288,28,18,1,4,24,1,29,20,20,28,20,20,25,29
289,29,29,11,10,21,16,9,18,16,1,2,13,4,4
290,21,28,0,20,13,21,28,11,29,20,21,20,10,21
291,28,29,2,25,20,21,11,9,6,20,29,18,14,21
292,28,6,11,11,28,13,18,13,19,6,28,10,16,11
293,2,2,11,10,4,18,10,18,9,24,1,22,25,16
294,0,17,19,18,4,24,1,18,25,16,12,17,19,18
295,9,24,1,18,25,16,12,28,19,22,9,2,16,16
296,0,16,4,10,19,18,19,25,24,5,5,22,16,24
297,4,4,1,1,17,19,1,9,24,1,0,22,3,5
298,18,22,25,12,0,12,25,10,24,16,9,10,16,1
299,19,13,4,9,24,17,0,22,13,24,17,25,0,18
300,24,18,18,24,17,0,19,25,20,14,25,9,16,20
301,0,18,0,24,17,16,25,25,17,1,19,13,1,16
302,5,10,16,25,19,19,25,10,4,19,10,19,9,14
303,13,3,11,16,12,17,2,7,9,14,13,20,11,15
304,12,28,2,7,9,14,13,20,11,15,12,28,2,7
305,9,7,25,15,12,15,9,7,2,7,2,11,14,28
306,28,3,15,14,9,9,1,13,5,2,18,9,23,18
307,12,3,3,5,3,3,8,12,12,12,11,7,14,16
308,9,7,16,1,18,13,9,9,23,5,12,3,13,14
309,28,11,0,20,14,20,7,14,5,12,2,25,20,14
310,17,9,16,3,0,7,0,14,5,15,25,8,5,13
311,14,13,13,15,17,7,15,25,18,14,8,7,9,2
312,28,2,4,23,13,20,25,6,29,5,0,22,4,23
313,13,20,11,15,9,17,21,10,4,23,13,20,25,15
314,29,17,14,10,4,10,6,15,12,6,9,22,18,10
315,18,27,14,17,5,3,6,14,9,9,13,13,17,18
316,13,9,24,13,0,20,3,5,3,3,25,29,12,29
317,25,10,26,6,9,10,6,13,18,13,9,4,14,5
318,12,3,1,14,5,27,29,20,23,20,10,23,17,29
319,18,25,20,23,27,4,6,3,29,10,12,23,17,15
320,25,11,5,13,18,28,13,6,17,10,15,27,18,20
321,27,10,9,18,10,0,24,13,20,27,16,12,5,2
322,22,4,24,13,20,27,16,12,5,2,22,4,24,13
323,20,11,22,12,5,2,22,4,10,22,16,12,22,4
324,22,2,22,18,8,24,5,5,20,22,24,1,5,18
325,1,4,24,1,12,20,20,5,22,20,11,12,12,12
326,11,22,24,16,4,22,22,1,18,1,4,4,24,5
327,12,19,13,24,27,0,22,24,20,22,24,5,12,18
328,11,20,24,11,4,16,20,12,22,12,24,5,22,27
329,8,5,1,2,1,13,22,5,10,16,8,8,22,4
330,18,22,2,4,14,13,20,8,6,12,5,2,20,4
331,14,1,22,8,6,12,5,26,22,4,23,1,3,8
332,16,12,17,2,22,4,18,6,6,29,6,4,22,2
333,16,26,8,14,5,5,3,16,23,4,4,17,26,1
334,4,14,1,0,20,3,17,20,3,8,12,29,12,8
335,22,23,16,4,2,15,1,2,1,4,4,14,17,0
336,20,1,23,17,8,12,20,26,28,22,23,5,12,2
337,8,22,23,8,4,16,20,0,10,12,23,17,16,27
338,8,17,13,2,1,1,6,17,10,16,8,13,26,8
339,22,4,26,10,26,4,21,13,20,8,16,12,17,2
340,22,9,21,1,3,27,16,0,5,14,22,9,23,13
341,22,25,15,12,28,26,18,9,10,16,6,12,6,9
342,10,2,22,6,27,23,17,17,6,16,21,9,9,1
343,13,17,15,13,9,23,13,29,3,3,17,3,3,27
344,29,0,0,8,10,14,15,9,10,16,13,6,1,9
345,9,23,17,29,3,13,23,17,27,29,3,23,20,10
346,23,17,29,26,27,20,14,27,9,15,3,0,10,29
347,15,17,15,27,27,5,13,13,13,13,15,28,10,15
348,27,14,26,8,10,9,26,10,26,4,7,1,3,27
349,16,29,17,2,22,9,23,1,3,27,16,29,5,14
350,10,4,7,1,20,27,16,29,17,26,10,4,10,16
351,16,29,16,9,10,26,10,26,27,23,5,17,20,16
352,23,9,9,1,1,17,26,1,9,21,1,29,3,3
353,17,22,22,27,29,29,29,27,22,23,16,9,10,12
354,1,14,1,9,4,21,17,29,20,1,23,17,27,29
355,3,23,20,10,23,5,29,26,27,20,23,27,9,16
356,20,29,10,29,23,17,6,27,27,5,1,26,1,1
357,16,17,10,16,11,14,14,27,10,9,26,4,21,13
358,20,25,16,12,5,18,10,4,7,13,20,25,16,12
359,28,18,10,4,21,13,20,25,22,12,5,18,22,4
360,10,16,16,12,16,4,10,18,10,18,11,7,5,5
361,20,16,7,4,4,1,13,28,7,13,4,7,13,12
362,20,20,5,20,20,25,12,12,12,25,22,7,16,4
363,10,16,13,18,13,4,4,7,5,12,20,13,7,5
364,25,12,20,21,3,10,7,5,12,18,25,20,7,25
365,4,16,20,12,22,12,7,28,22,25,25,5,13,18
366,1,13,16,5,10,16,25,18,18,11,10,4,28,10
367,18,9,23,1,3,8,15,29,17,14,7,9,14,1
368,3,8,15,29,7,9,14,1,3,8,6,0,17,15
369,7,8,7,6,15,29,15,4,28,14,6,19,8,23
370,17,17,26,15,23,9,9,9,1,17,26,1,9,23
371,13,29,26,17,17,5,26,8,0,0,29,17,7,23
372,15,9,22,16,1,19,4,23,17,29,3,13,23,17
373,17,29,3,23,3,28,23,17,29,2,25,3,23,8
374,9,6,3,0,10,0,23,5,6,8,25,17,13,1
375,15,17,20,6,17,8,15,9,26,28,19,4,14,13
376,20,11,16,0,17,26,22,4,14,13,26,27,16,12
377,5,26,10,9,14,1,26,27,16,0,17,26,22,4
378,10,16,16,12,16,9,10,2,10,2,8,14,5,5
379,5,16,14,9,9,13,13,17,2,13,9,14,13,12
380,26,26,5,20,26,27,0,12,12,27,10,14,16,9
381,10,16,1,26,13,9,9,14,17,0,3,1,23,17
382,27,0,3,14,20,10,14,5,0,26,27,6,14,11
383,9,16,3,0,10,12,14,17,16,11,27,5,13,26
384,13,13,16,17,10,16,27,26,26,27,10,9,14,18
385,2,37,28,32,36,24,38,13,34,27,1,37,18,29
386,21,9,23,35,7,11,38,33,18,29,21,24,23,13
387,15,27,38,37,38,10,23,35,23,33,38,11,31,27
388,9,18,15,34,26,23,18,6,6,32,32,15,27,32
389,33,18,32,13,21,21,7,21,21,24,13,13,4,9
390,11,18,10,33,38,3,32,11,32,6,6,18,34,13
391,21,20,18,15,9,13,21,18,21,31,28,7,13,11
392,24,21,28,24,33,3,11,13,38,13,18,15,3,9
393,9,34,5,2,32,32,23,34,38,3,9,28,2,9
394,31,33,11,31,28,6,16,20,21,39,23,4,25,27
395,38,33,18,5,21,39,23,35,25,27,38,33,16,8
396,21,39,23,13,25,2,38,33,38,23,23,4,23,37
397,30,27,38,28,39,18,15,7,21,23,16,6,33,5
398,5,25,27,20,33,18,20,4,26,21,25,21,21,39
399,13,13,4,39,38,18,23,33,31,23,8,27,5,33
400,33,18,0,4,21,20,18,25,21,16,21,31,18,34
401,13,32,39,21,18,39,6,23,15,35,38,4,18,25
402,23,39,39,25,20,2,20,5,23,23,39,27,27,39
403,1,33,32,1,27,37,2,5,36,9,10,4,34,12
404,11,6,39,5,36,9,23,4,34,11,34,37,2,5
405,26,9,10,4,15,11,31,37,30,10,3,4,1,37
406,31,27,30,27,24,2,34,15,26,10,28,6,6,20
407,5,15,12,5,6,18,5,4,36,21,15,26,36,9
408,4,4,4,17,22,28,3,37,34,10,5,12,5,37
409,37,28,7,13,36,5,32,7,9,4,21,28,36,22
410,28,25,4,27,24,36,28,9,6,10,26,4,7,4
411,2,25,3,24,9,7,5,27,5,5,10,15,22,23
412,17,36,12,9,22,6,11,22,21,6,16,29,21,39
413,10,35,22,12,31,6,18,29,36,17,23,35,22,11
414,30,33,18,29,36,39,3,35,22,12,30,33,1,10
415,3,35,31,37,1,12,31,27,39,18,22,7,36,22
416,18,6,33,29,29,22,12,29,6,19,8,35,36,36
417,22,36,36,39,35,35,35,39,31,18,10,37,1,3
418,29,27,29,37,6,18,22,13,36,29,18,7,24,35
419,36,18,36,31,18,22,35,1,39,36,18,39,33,10
420,36,35,1,2,18,22,3,39,39,22,29,12,29,32
421,23,22,31,3,39,27,27,39,31,6,12,31,12,37
422,19,8,14,17,10,13,0,32,1,6,19,29,14,17
423,10,4,34,32,31,37,19,8,14,17,10,4,15,32
424,1,37,11,10,10,13,10,6,31,32,1,32,17,19
425,34,34,14,10,19,6,6,8,29,0,32,8,37,19
426,29,13,14,14,15,14,14,17,4,13,4,17,31,19
427,10,33,31,10,8,32,5,6,37,19,34,13,14,20
428,19,34,17,13,14,19,14,1,19,34,13,32,17,14
429,2,17,37,10,14,13,1,13,19,34,10,17,17,0
430,29,32,5,8,10,34,30,10,17,32,32,17,31,6
431,32,30,32,37,2,5,26,39,3,4,34,27,22,37
432,2,5,26,39,3,4,15,27,22,33,2,5,26,39
433,23,4,15,12,22,37,22,17,23,4,23,6,18,27
434,22,12,39,2,15,15,26,23,2,33,37,8,5,15
435,11,12,33,28,8,4,26,26,15,26,21,9,4,4
436,4,39,22,2,3,33,18,3,21,12,5,37,33,28
437,15,4,26,20,2,15,39,13,26,2,36,16,2,15
438,4,27,17,36,2,34,33,3,21,13,22,13,2,15
439,23,17,9,15,5,2,5,5,23,34,22,23,17,12
440,11,9,22,37,27,22,11,37,28,5,36,17,23,35
441,7,35,30,6,28,20,36,39,23,33,34,18,31,37
442,28,20,36,17,23,35,34,2,30,6,31,23,23,4
443,23,37,14,12,31,12,24,2,25,7,21,23,2,33
444,37,5,20,25,12,5,37,19,20,13,21,21,34,21
445,21,17,35,4,35,17,30,2,23,33,31,23,20,12
446,20,33,6,2,25,4,26,8,2,34,24,35,36,28
447,36,31,28,25,35,12,17,36,28,24,37,23,21,35
448,30,4,2,25,23,17,24,34,20,12,15,5,23,0
449,31,23,17,12,36,24,31,33,12,31,2,19,5,14
450,24,10,4,7,27,30,6,19,20,36,24,10,4,7
451,27,30,6,19,29,36,24,30,4,7,27,30,6,30
452,30,10,4,30,6,30,27,30,12,9,19,7,7,36
453,30,19,29,7,12,8,6,19,29,4,36,36,7,14
454,36,24,4,4,4,24,30,19,10,6,30,10,8,12
455,8,37,6,19,7,4,14,29,19,24,13,14,19,26
456,30,19,7,4,12,24,36,19,24,6,10,36,4,30
457,4,19,7,30,24,9,7,29,27,8,29,30,7,30
458,10,9,9,1,6,12,30,12,37,2,20,26,9,23
459,4,34,11,36,6,2,8,14,9,10,4,7,11,1
460,6,28,8,26,9,10,4,34,27,1,6,1,3,3
461,35,23,6,1,27,1,27,9,2,7,7,26,10,28
462,6,6,34,11,8,6,2,8,13,26,26,11,26,26
463,9,4,35,4,9,1,28,3,6,11,23,8,27,8
